title,alternativeTitle,creator,regDate,collectionDb,subjectCategory,subjectKeyword,extent,description,spatialCoverage,temporal,person,language,sourceTitle,charge,referenceIdentifier,rights,copyrightOthers,url,subDescription,issuedDate,contributor
팻 - 비만과 집착의 문화인류학,,대한민국 정책포털시스템,2021-05-05 02:37:08,문화체육관광부 추천도서,,,소동,"인류학자 마거릿 미드는 비서구인을 연구하는 학문으로 태동한 인류학을 통해 낯선 문화를 이해시켜 친숙하게 하고, 친숙한 것을 낯설게 만들게 했다고 이 책은 전한다. 이 책도 마찬가지다. 그것은 이 책이 인류학자 열세 명과 비만인권운동가 한 명의 글로 이뤄졌기 때문이다. 따라서 팻(fat - 지방, 살, 뚱뚱함)에 대한 우리의 일상적인 생각인 지방은 해롭다든가 혹은 뚱뚱한 사람은 예쁘지 않다는 관념을 엑스트라버진 올리브유와 니제르 아랍인을 통해 낯설게 만든다. 그리고 커피전문점에서 우리가 자연스럽게 저지방 커피 위에 휘핑크림을 뿌리는 행위로 결국은 더 많은 지방을 섭취하게 된다는 것을 보임으로써 친숙한 것을 낯설게 만들기도 한다. 이야기는 여기에서 그치지 않는다. 지방을 빼는 약, 날씬하게 만드는 성형 등 팻을 둘러싼 거의 모든 주제를 다룬다. 이 책은 물론 다이어트에 관한 것은 아니다. 오히려 다이어트도 팻을 둘러싼 현상 중의 하나라고 말하고 있다. 그보다는 지방을 어떻게 읽어야 하는가를 인류학자의 시선으로 바라보고 있다. 인류학자는 한 곳에 오랫동안 머물면서 현상을 면밀히 관찰한다. 여행객의 관점이 아닌 거주자의 관점에서 우리가 몰랐던 새로운 것들을 알려주는 것이다. 그리고 작업의 결과는 거의 언제나 그 주제에 대해 지성적으로 사고하게 만든다. 단순히 어떤 주장을 강하게 내세우는 것이 아니라 이렇게 다양한 일들이 벌어지고 있고 이렇게 다른 읽기가 존재하고 있다. 자, 당신은 이 문제에 대해 어떻게 생각하는가? 하고 도발하는 것이다. 살이나 비만은 우리의 예상보다 훨씬 깊고 진지하게 생각해야 할 문제이다.",,,,Kor,,"17,000",http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1311930852527.jpg,"돈 쿨릭, 앤 메넬리/김명희",,http://www.mcst.go.kr/web/s_culture/book/bookView.jsp?pDetailSeq=208,탁석산,2011. 6. 10.,
아주 특별한 바다 여행,,대한민국 정책포털시스템,2021-05-05 02:37:08,문화체육관광부 추천도서,,,자연과생태,"소설가 김훈의 『자전거 여행 2』 서문에 이런 대목이 나온다. “바다의 기별이 물고랑을 따라 들의 안쪽으로 실려와 벼가 익는 냄새에 갯내음이 스며 있다.” 작가의 유별난 감수성은 밥에서 멀리서 날아온 바다의 냄새를 맡는다. 『아주 특별한 바다 여행』이 전하는 이야기 또한 그렇다. 인천 앞바다에서 부산 오륙도를 거쳐 서귀포 문섬에 이르는 해양보호구역 14곳을 답사하면서 각별한 바다의 기별을 전하고 있다. 여기서 ‘보호’는 해양자원의 훼손을 막는 ‘경계’를 넘어 새로운 소통을 만들기 위한 것이다. 책의 첫 장을 장식하는 ‘태안 신두리 해안 사구’는 사막처럼 광활하게 펼쳐진 모래사장이면서 생태계의 신비를 간직한 보고여서 이중삼중으로 보호막을 쳤다. 2001년 문화재청이 문화재보호구역으로 묶은 이후 이듬해에 국토해양부가 인근 해역을 해양생태계보호구역으로, 환경부가 사구 배후의 두웅습지를 습지보호구역으로 지정했다. 한국내셔널트러스트라는 시민단체가 인근에 예정된 골프장 부지까지 사들이자는 운동을 펴고 있다. 이어 신기루 같은 모래섬이 뜨고 지는 옹진군의 대이작도, 검은머리물새떼들의 고향인 서천 유부도, 갯벌의 가치를 보여주는 진도, 슬로시티로 각광받는 신안군의 증도 등을 사진과 함께 성지 순례하듯 보여준다. 저자의 메시지는 선명하다. “육지에서 흘러드는 오염원에, 급격한 기후변화에, 인간의 지나친 간섭과 남획에 상처받고 시름에 빠져있는 바다에게 고맙다는 말을 하자.” 그동안 바다로부터 많이 위로받았으니 이제 우리가 위로할 차례라는 것이다. 이 책은 지구를 잉태한 바다, 재생과 순환의 바다, 모든 생명의 출발지이자 완성지인 바다의 모습을 온전하게 기록한 경건한 보고서다.",,,,Kor,,"14,000",http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1311930955153.jpg,박희선,,http://www.mcst.go.kr/web/s_culture/book/bookView.jsp?pDetailSeq=209,손수호,2011. 5. 2.,
베컴 머리 힙합 선생님,,대한민국 정책포털시스템,2021-05-05 02:37:08,문화체육관광부 추천도서,,,교학사,"신학기가 되면 아이들도, 부모들도 자신의 아이가 좋은 선생님을 만나기를 빈다. 어떤 선생님을 만나는가에 따라 1년이 달려 있다고 해도 과언이 아닐 만큼 선생님의 역할은 아이에게 큰 영향을 준다. 1학년 때 필리핀으로 조기유학을 갔다가 포기하고 돌아온 유별이와 엄마가 베트남 사람인 또비는 3학년인데도 맞춤법과 우리말을 몰라 선생님에게는 골칫덩이, 반 친구들로부터는 따돌림감이 된다. 아픈 선생님 대신 새로 온 마진구 선생님은 베컴 머리에 힙합으로 아이들과 소통을 하게 된다. 말썽꾸러기였던 유별이가 마진구 선생님의 관심 덕에 다른 사람에게까지 마음을 나눌 줄 아는 아이로 성장해가는 모습은, 어른들에게도 이 책을 권하고 싶게 만든다. 이 책의 장점은 동화의 가장 큰 덕목인 재미를 잘 살리고 있다는 점이다. 조기 학, 다문화 가정, 집단 따돌림 등 세태를 다룬 제재를 통해 자칫 교훈적이 될 만한 내용을 재미있는 사건과 개성적인 인물, 생동감 넘치는 대화로 지루할 틈이 없게 만든다. 깜짝 반전까지 담겨있어 책을 별로 좋아하지 않는 어린이라 할지라도 끝까지 재미있게 읽을 수 있을 것이다. 특히 이 책은 새로운 선생님과 새로운 친구들을 만나는 신학기에 즐겁게 읽을 만한 바로 그 책이다.",,,,Kor,,"8,500",http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1280386836624.jpg,"노혜영 글, 신민재 그림",,http://www.mcst.go.kr/web/s_culture/book/bookView.jsp?pDetailSeq=21,"서정수, 이금이(그림책 평론가, 아동문학가)",2010.01.30,
무역전쟁,,대한민국 정책포털시스템,2021-05-05 02:37:08,문화체육관광부 추천도서,,,랜덤하우스코리아,"한미 FTA가 우리나라의 현안이 된 가운데, 아시아에서는 미국과 중국 간 경제 블록 경쟁이 치열해지고 있다. 종래 아시아에는 ASEAN 10개 국에 한·중·일을 포함한 ASEAN3가 있었으나 미국이 태평양 연안 국가를 대상으로 환태평양경제동반자협정(TPP)을 주도하면서 아시아에서도 G2의 각축이 시작됐다. 이 책은 중국공영방송 CCTV가 방영한 대형 다큐멘터리 무역전쟁을 정리한 것이다. 중상주의 이후 500년에 걸친 국제무역의 변천과정을 쉽게 이해할 수 있는 동시에 국제무역에 대한 중국의 시각을 읽을 수 있다. 우선, 전쟁이라는 용어를 사용하고 있음에 주목할 필요가 있다. CCTV는 세계 주요 통화의 변천에 대한 화폐전쟁이라는 대형 다큐멘터리도 방영한 바 있다. 즉 무역뿐만 아니라 국제금융에서도 ‘전쟁’이라는 용어를 사용하고 있어서 치열하게 역사를 보고 있음을 알게 된다. 물론 경제는 승자와 패자가 갈리는 전쟁과 성격이 다르다. 자유무역은 무역을 통해 모두가 이익을 공유하는 ‘윈윈 게임’이다. 그럼에도 불구하고 누가 더 많은 이익을 차지할 것인가를 놓고 각축하게 되며, 미래에 더 많은 이익을 차지하기 위해서는 자유무역을 거부하고 보호무역도 서슴지 않는다. 그렇다면 중국은 보호무역을 주장하고 있는가? 이 책은 오히려 보호무역으로 치닫는 세계경제를 걱정하고 있다. 그렇다고 자유무역협정을 체결해야 한다고 주장하는 것도 아니며, 특히 환율에 대해서는 시장에 맡기지 않겠으며 일본의 전철을 밟지 않겠다고 한다. 이렇게 보면 왜 중국이 무역과 국제금융을 ‘전쟁’이라고 하는지 짐작된다. 중국은 무역과 금융시장의 개방 압력, 특히 위안화 절상 압력을 승자와 패자가 갈리는 전쟁으로 보고 있는 것이다. 과연 중국의 시각은 옮은지, 또 다른 전쟁을 유발하는 것은 아닌지 생각하게 된다.",,,,Kor,,16000원,http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1322637011066.bmp,CCTV경제30분팀/ 홍순도,,http://www.mcst.go.kr/web/s_culture/book/bookView.jsp?pDetailSeq=248,박원암(홍익대 경제학부 교수),2011-10-25,
별 헤는 밤 천문우주 실험실,,대한민국 정책포털시스템,2021-05-05 02:37:08,문화체육관광부 추천도서,,,어바웃어북,"‘가슴 속에 하나 둘 새겨지는 별을 이제 다 못 헤는 것은 쉬이 아침이 오는 까닭이요, 내일 밤이 남은 까닭이요, 아직 나의 청춘이 다하지 않은 까닭입니다.’ 윤동주의 시 「별 헤는 밤」에 나오는 구절이다. 별은 시인과 과학자에게 다른 의미로 투영되겠지만, 신비롭고 낭만적인 존재인 것은 마찬가지다. 별을 보면 누구나 낭만, 동경, 순수, 사랑과 같은 단어를 떠올리는 것은 이 때문일 것이다. 우리는 대단하지 않고 하찮을 때 ‘별 볼일 없다’고 한다. 그렇다면 ‘별 볼일 있다’는 것은 역으로 대단하다는 이야기가 된다. 자연과학 중에서 유독 천문학 분야에는 아마추어 마니아들이 많다. 밤이 되면 별로 수놓은 하늘에 천체망원경과 카메라를 들이대는 사람들이 그들이다. 최근 아마추어 천문가들이 『별 헤는 밤 천문우주 실험실』이라는 별 볼일 있는 책을 출간하였다. 이 과학서에는 몇 가지 눈에 띄는 장점이 있다. 우선 많은 사진과 삽화를 수록하여 자칫 어려울 수 있는 천문학 내용을 일반 독자들도 쉽게 이해할 수 있게 하였다. 그리고 책 말미에는 봄, 여름, 가을, 겨울 계절별로 우리가 볼 수 있는 별자리 사진을 넣어 별자리 관찰 가이드북으로도 손색이 없다. 한편 천문학에 역사, 신화, 문학, 예술 등 다른 분야 학문의 내용을 녹여 넣기 위한 노력이 책 곳곳에 보인다. 예를 들어 천문학과 관련된 세계적인 유명한 과학자 이외에도 우리나라의 역사적 인물로 ‘조선의 다빈치’라 불리는 이천, ‘조선의 코페르니쿠스’라 불리는 홍대용을 소개하였다. 고흐의 &lt;한밤의 하얀 집&gt;과 &lt;아를의 별이 빛나는 밤&gt;, 신윤복의 &lt;월하정인&gt;, 조토의 &lt;동방박사의 경배&gt; 등 유명한 그림 속에 숨어있는 천문학적인 사실 설명도 책 읽는 재미를 더해준다. 이 책은 밤하늘의 은하수를 잊고 살 정도로 메마른 일상생활을 하는 현대 도시인들에게 신선한 청량제 역할을 할 것이다.",,,,Kor,,20000원,http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1322637095937.bmp,"김지현, 김동훈",,http://www.mcst.go.kr/web/s_culture/book/bookView.jsp?pDetailSeq=249,김웅서(한국해양연구원 선임연구본부장),2011-10-24,
원더풀 사이언스,,대한민국 정책포털시스템,2021-05-05 02:37:08,문화체육관광부 추천도서,,,지호,"과학적으로 생각한다는 것, 문제를 과학적으로 해결한다는 것은 어떤 것인가? 느끼지 못하지만 사람들은 매순간 과학을 하면서 살아간다. 과학의 가장 기본 성질 중의 하나는 객관성이다. 이 세상에는 객관적인 진실이 존재하고, 그 진실을 이해할 수 있다는 사실은 과학이 주는 아름다운 진리이며 과학은 그저 받아들이고 말고 하는 의견일 수 없다는 것이다. 과학 혁명이란 기존 지식을 완전히 뒤집는 것이라기보다는 기존의 학문들을 일관되게 설명할 수 있도록 기존 이론들을 통합하고 흡수해 더 큰 진보를 이룩하는 것이다. 하지만 과학은 역동적이며 우리의 생각을 변하게 만들고 과학자들은 절대적인 것을 다루는 사람이 아니라 비판적 사고방식의 한 부분이라고 역설한다. 과학적으로 사고하는 것을 막는 어려움은 자신이 이미 많은 것을 알고 있다는 믿음이라는 것이다. 즉 자신이 알고 있던 지식에 끼워 맞추어 생각하는 것은 과학자가 피해야 할 일중의 하나라는 점이다. 이 책은 스스로가 과학과 연애를 하고 있다는 과학 작가가 물리학, 화학, 생물학, 지질학 등 과학의 중심 분야에서 일하는 수십 명의 과학자들과 인터뷰를 통해 과학자들의 위의 질문들에 관한 답을 찾으며 과학자들이 아름답고 중요하다고 생각하는 주옥같은 이야기들을 담아 때론 인터뷰형식으로 때론 이야기 형식으로 다룬 과학 교양서이다. 때때로 동양 사람과 다른 형식의 유머러스한 그의 글을 읽는 것은 또 다른 즐거움이다.",,,,Kor,,"22,000",http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1280387167426.jpg,나탈리 앤지어/ 김소정,,http://www.mcst.go.kr/web/s_culture/book/bookView.jsp?pDetailSeq=25,최영주(포항공대 수학과 교수),2010.01.15,
화가의 눈,,대한민국 정책포털시스템,2021-05-05 02:37:08,문화체육관광부 추천도서,,,예경,"그림의 시작은 무엇일까? 하나의 점 그리고 선과 면? 아니다. 그림의 시작은 무언가를, 그것이 사물이든 내면이든, 유심히 관찰하는 일일 것이다. 언뜻 생각하기에는 화가들이 주변에 보이는 대상을 우선적으로 그렸을 것 같지만 항상 그런 것은 아니었다. 자기만의 방식으로 세상을 관찰하는 능력이 생기게 되고, 그것을 그림이라는 평면에 조화롭게 옮겨 놓을 줄 알 때 비로소 그 사람은 화가의 대열에 끼게 된다. 이 책은 화가들의 시선을 쫓아다니는 여행서와 유사한 구성을 가지고 있으며, 목차도 루앙 대성당, 그랑자트 섬, 생트 빅투아르산 등 그림의 제목이면서 실제 장소인 곳들로 이루어져 있다. 신선한 점은 펜을 든 글쓴이가 그림 속의 그 장소를 직접 찾아갔고, 옛 화가가 스케치를 했을 바로 그 지점에 직접 서 보았다는 것이다. 고야가 있던 마드리드, 뭉크가 있던 오슬로, 그리고 베르메르가 있던 델프트를 두루 거닐면서 저자는 그림과 아주 유사한 시선으로 풍경을 바라보고 그 각도에서 사진을 찍었다. 화가의 시선을 관찰하는 글쓴이의 시선은 화가들 못지않게 뛰어난 관찰력을 요구한다. 이 책의 묘미는 두 관찰력의 만남, 즉 과거의 그림과 현재의 사진을 비교하는 일에 있다. 옛 화가가 화면 속에 의도적으로 집어넣거나 제거해버린 부속 풍경들을 찾아내서 과연 왜 그런 작업을 했는지 면밀하게 추적해내는 것이다. 세상을 보는 예술 창조자의 시선뿐 아니라 그것을 해석하는 추적자의 시선이 동시에 생생하게 느껴지는, 한마디로 ‘실감나는’ 책이다.",,,,Kor,,"19,800",http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1332837307916.jpg,플로리안 하이네/ 정연진,,http://www.mcst.go.kr/web/s_culture/book/bookView.jsp?pDetailSeq=288,이주은(성신여대 교육대학원 교수),2012. 2. 10,
오! 이것이 아이디어다,,대한민국 정책포털시스템,2021-05-05 02:37:08,문화체육관광부 추천도서,,,웅진지식하우스,"‘세상에서 가장 위대한 아이디어’의 랭킹을 정하는 일이 가능할까? 『오! 이것이 아이디어다』의 저자 존 판던의 처음 생각도 우리와 다르지 않았다. “말도 안 돼!” 하지만 터무니없어 보이는 일들이 때론 묘한 매력을 풍기기 마련이다. 결국 저자가 그 유혹에 굴복해 위대한 아이디어들에 관한 책을 쓸 수밖에 없었듯이, 독자 또한 “에이, 말도 안 돼!”를 복창하면서도 경합을 벌인 아이디어들의 랭킹을 유심히 들여다보며 책장을 넘길 수밖에 없다. 인류 역사상 가장 위대한 아이디어 50가지의 선정은 학계의 심사위원단이 맡았고, 랭킹은 수천 명의 영국 네티즌들이 매겼다. 결과는? 결혼이 50위, 연애가 33위, 그리고 놀랍게도 피임이 3위다. ‘아이 낳지 않을 권리’가 결혼과 연애보다 우리의 삶을 더 결정적으로 바꿔놓았다고 보는 셈이다. 42위 자본주의, 37위 증기기관, 32위 대량생산, 27위 마르크스주의 등도 무엇이 현대인의 삶을 규정하는지 알려준다. 물론 일신교가 46위이고 비행기 날개가 47위라는 식의 랭킹은 절대적이지 않다. 하지만 문자와 인터넷이 각각 2위와 1위를 차지한 것에는 고개를 끄덕이게 된다. 그것은 인류의 역사가 문자와 더불어, 그리고 인터넷과 더불어 새로운 막을 열었다는 우리의 생각을 반영한다. 『이것은 질문입니까?』를 통해서 재치를 겸비한 박학을 선보였던 존 판던은 이 책에서도 ‘가장 위대한 아이디어’들의 안내자로 자신이 적임자임을 과시한다. 덕분에 많은 걸 알게 되고 더불어 즐길 수 있으니 교양서로 모자람이 없다. 책을 덮은 후 각자가 ‘내가 선택한 지상 최고의 아이디어 베스트 10’을 적어보는 건 이 랭킹쇼의 팁이다.",,,,Kor,,"16,000",http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1332837368388.jpg,존 판던/ 강미경,,http://www.mcst.go.kr/web/s_culture/book/bookView.jsp?pDetailSeq=289,이현우(한림대 연구교수),2012. 2. 6,
마오의 제국,,대한민국 정책포털시스템,2021-05-05 02:37:08,문화체육관광부 추천도서,,,말글빛냄,"1921년 10여명의 공산주의자들이 만든 중국공산당이 28년 후에 중국 전역을 장악한 데는 인민들의 절대적인 지지가 결정적이었다. 그러나 중국공산당은 1950년대에는 대약진 운동, 1960년대에는 문화대혁명을 추진해 인류 역사상 유례를 찾기 힘든 대재앙을 만들었다. 그럼에도 불구하고 중국공산당은 건재했다. 1980년대 등소평이 주도하는 개혁개방으로 큰 성공을 거두지만 다시 1989년 천안문의 비극을 맞게 된다. 그 후에도 경제는 성장했지만 정치체제는 여전히 공산당 일당독재 체제가 계속되었다. 중국현대사처럼 불가사의한 역사를 찾기도 쉽지 않은 것이다. 『마오의 제국(OUT OF MAOS SHADOW)』은 이런 격변을 치렀던 중국 내부의 경험을 가지고 중국의 미래를 전망하는 책이다. 저자 필립 판은 대약진운동부터 현대에 이르기까지 주요 사건들에 직간접으로 참여했던 사람들을 심층 취재해 이 책을 저술했다. 한때 모택동을 아버지라고 불렀던 베이징대 여학생 린자오는 대약진운동과 문화대혁명에 홀로 맞서다 1968년 감옥에서 사형 당하는데 그녀가 옥중에서 자신의 피로 18만 단어에 이르는 수기를 썼다는 실화는 인간의 양심과 존엄성에 대한 큰 감동을 주었다. 겉으로 중국은 평온해 보이지만 중국 내부를 살펴보면 그렇지 않다고 이 책은 말하고 있다. 저자는 중국이 현재의 경제 규모에 걸맞은 정치체제로 나아갈 것인가의 여부가 중국의 미래를 결정지을 것이라고 내다본다. 또한 이런 “정치적 변화가 가만히 앉아 있어도 저절로 차려지는 밥상은 아니라고 본다.” 복수 정당체제로 대표되는 민주화된 정치체제는 인류의 보편적인 역사 발전 법칙대로 인민들의 투쟁의 산물이라는 것이다.",,,,Kor,,"16,500",http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1280387486857.jpg,필립 판/ 김춘수,,http://www.mcst.go.kr/web/s_culture/book/bookView.jsp?pDetailSeq=29,이덕일(한가람역사문화연구소 소장),2010.02.16,
철학을 낳은 위대한 질문들,,대한민국 정책포털시스템,2021-05-05 02:37:08,문화체육관광부 추천도서,,,휴먼사이언스,"철학은 무엇을 하는 학문일까? 다른 어떤 학문 분야보다도 철학이라는 학문은 자신의 존재가치에 대하여 물음이 가능한 학문이다. 도대체 왜 철학을 공부해야 하는가? 철학은 우리에게 무엇을 가르쳐 줄 수 있는가? 철학은 우주에 대한 경이에서 출발한다. 현상을 있는 그대로 받아들이는 사람에게는 철학이 필요 없다. 그러나 우리 삶에 대하여 끊임없이 질문을 던지는 철학자만이 삶의 의미를 성찰하면서 살아가는 것이고, 그 삶만이 살 가치가 있는 삶이라고 소크라테스는 말했다. 오늘날 과학의 발전이 눈부시게 이루어지고 있는 가운데, 철학은 그 존재가치를 이미 상실한 학문이라고 생각하기 쉽다. 과학은 우리에게 how를 말해 주지만, 철학은 우리에게 why를 말해 준다. 뇌과학의 발전으로 인하여 우리의 생각은 뇌에 기반을 둔 활동이라는 것이 밝혀졌다. 정신은 몸과 완전히 분리된 유령과 같은 존재가 아니다. 두뇌 활동이 바로 우리의 생각이 뛰어 노는 장소인 것이다. 그렇다면, 과학자들이 두뇌 속에서 일어나고 정신활동에 대하여 직접적으로 알 수 있는가? 저자는 단호하게 알 수 없다고 주장한다. 만약에 내가 지금 제주도에 여행을 가고 있는 상상을 하고 있다고 가정하자. 뇌파 측정기를 통해 알 수 있는 것은 기껏해야 내가 즐거운 생각을 하고 있다는 것 정도이다. 내가 상상하고 있는 생각의 내용을 찍을 수 있는 카메라는 결코 있을 수 없다. 이렇게 정신과 육체는 같은 것이 아니다. 철학자는 이런 것을 지적하는 사람이다. 철학자들이 던지는 위대한 질문에는 다음과 같은 것이 있다. 내 몸과 마음의 관계는 무엇인가? 인간의 본성은 무엇인가? 우리는 서로를 이해할 수 있는가? 기계도 사유할 수 있는가? 왜 선하게 살아야 하는가? 왜 아무 것도 없지 않고 뭔가가 있는가? 이런 정답이 없는 위대한 질문을 던지고 그것에 대해 사유하다 보면 어느덧 우리의 사고가 훌쩍 성숙해 있는 것을 발견할 것이다.",,,,Kor,,"18,000",http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1343711370747.jpg,사이먼 블랙번/ 남경태,,http://www.mcst.go.kr/web/s_culture/book/bookView.jsp?pDetailSeq=324,김형철(연세대 철학과 교수),2012. 6. 25,
고통의 시대 희망의 교육,,대한민국 정책포털시스템,2021-05-05 02:37:08,문화체육관광부 추천도서,,,드림피그,"성장시대의 교육은 단순하였다. 가난을 이겨내고 잘 살아보기 위해 그래서 지위와 돈을 위해 치열하게 경쟁하고 쟁취하는 것을 가르쳤고 과연 그것은 크게 성공하였다. 그런데 이 급속한 경제성장과 기술발전, 첨단의 정보화가 “여러 겹의 위험을 동시에” 가져온 것일까? 막상 국민의 삶은 더욱 불안하고 불확실하고 불행해졌다고 하는 사람들이 늘어나고 있다. 불평등이 심화되고, 취업은 어렵고, 부채는 늘어가고, 가난한 노인들이 넘쳐난다. 모두가 죽어라고 공부하고 일해도 그냥 빠듯이 살아가기 바쁜데 언제 경제위기가 또 올지 모른다고 하니 불안하다. 그래서 그런지 우리나라의 행복지수는 OECD 34개 국 가운데 32위를 차지하여 성장과 성공의 뒷면에 그 그늘도 짙게 드리워져 있음을 짐작하게 한다. 이런 “고통의 시대”에는 도대체 아이들에게 무엇을 가르쳐야 할까? 교육의 방향을 새롭게 찾는 것이 절실한 시기에 저자는 그것을 “희망의 교육”이라고 하고 우리 교육의 목표와 과정과 행정의 탈바꿈을 제시하였다. 초고속의 변화를 따라가지 못하면 그것이 바로 위험이기 때문에 ‘어떻게 적응할 것인가’가 숨 가쁜 과제이다. 경쟁과 쟁취는 더 이상 바람직한 교육이 아니다. 경쟁은 치열한데 승자나 패자나 불행한 삶이 늘어가기 때문이다. 그래서 저자는 사회적 공존, 교육정의의 실현, 실패와 실험정신, 그리고 집단지성의 배양 등으로 교육목표를 재구성할 것을 제안하고, 교육행정과 교원양성제도, 학제의 개편에 이르는 광범위한 개혁을 제안하였다. 학부모를 위한 열 가지 제안에는 저자의 열정적이고 이상적인 교육철학이 엿보인다. 참 난감한 것은 이 새로운 교육을 누가 어디서부터 시작하여야 하는가이다. 늘 그랬듯이 당장에 이루어야 할 성취가 눈앞에 있고 새로운 비전과 방법은 불확실하기 때문이다. 부모는 사교육비에 빚이 늘고 아이들과 전쟁하느라 사이도 나빠지고, 아이들은 새벽부터 늦은 밤까지 학교와 학원에 매달려 사는 것을 당연하게 여긴다. 마치 공부하는 로봇처럼. 우리는 그 경쟁의 바퀴를 벗어나면 곧 바로 패자가 된다고 생각하고 있고 또 현실도 확률적으로 그렇다. 한 공익광고처럼 ‘멀리 보라’ 해야 할지 ‘앞만 보라’ 해야 할지, ‘함께 가라’ 해야 할지 ‘앞서 가라’ 해야 할지, ‘꿈을 꾸라’ 해야 할지 ‘꿈 꿀 시간을 안 줘야’ 할지 참 난감하다.",,,,Kor,,"13,800",http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1343711389345.jpg,조영달,,http://www.mcst.go.kr/web/s_culture/book/bookView.jsp?pDetailSeq=325,마인섭(성균관대 정치외교학과 교수),2012. 6. 20,
하버드 교양 강의 ,,대한민국 정책포털시스템,2021-05-05 02:37:08,문화체육관광부 추천도서,,,김영사,"&lt;하버드 교양강의&gt;는 미국 하버드대학교의 교양과정 소개서다. 교양교육의 목표는 보통 학생들에게 지식에 접근하는 주요 방법을 소개하는 것이다. 그 지식을 대학을 졸업한 뒤에도 실생활에 직접 적용할 수 있도록 하는 것 역시 교양교육의 목표다. 대학마다 그러한 목표에 맞게 강의를 개설하고 교재를 개발한다. 특별히 하버드대의 교양강의에 주목할 이유가 따로 있는가? 그 이유는 ‘대중교육’이 하버드대의 오랜 전통이라는 데에서 찾을 수 있다. 하버드대 학생들만을 위한 교양이 아닌 일반 대중을 위한 교양교육의 역할도 담당하고 있는 것이다. 서양고전들로 구성된 총 51권의 ‘하버드 클래식’이 처음 출간된 게 1910년의 일이다. 당시 하버드대의 총장이었던 찰스 엘리엇 박사가 미국의 중산층이 ‘하루 15분’의 독서로 대학 교양수업을 받는 효과를 내게 하자는 취지로 개발했다. ‘5피트 책꽂이’라는 별칭으로도 불린 ‘하버드 클래식’은 출간 후 20년 동안 35만 질이 팔리는 성공을 거두었고 미국 고등교육 전반에 큰 영향을 미쳤다. 하버드대의 교과과정이 대중적 관심사가 된 이유다. &lt;하버드 교양강의&gt;는 100년 전의 그런 역사를 배경으로 하여 나온 책이다. ‘교양인의 필수지식’을 담는다는 취지는 변함이 없지만, 이번에는 하버드대의 명망 높은 교수들이 집필자로 직접 나섰다. 스피븐 핑커의 ‘인간정신’에 대한 강의에서 로렌스 뷰얼의 ‘문학과 생태비평’에 대한 소개에 이르기까지 다양한 분야의 다양한 주제에 대해 지금 우리가 무엇을 알고 있는지, 그리고 쟁점은 무엇이며 앞으로의 전망은 어떤지가 잘 갈무리돼 있다. 세계 최고 수준의 대학에서 어떤 강의가 이루어지고 있는지 눈여겨보는 것도 우리의 교양을 한 단계 높이는 방책이 될 수 있을 것이다.",,,,Kor,,"16,000",http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1351572161801.jpg,스티븐 핑커 외/이창신,,http://www.mcst.go.kr/web/s_culture/book/bookView.jsp?pDetailSeq=358,이현우(인터넷 서평꾼),2012.09.14,
