title,alternativeTitle,creator,regDate,collectionDb,subjectCategory,subjectKeyword,extent,description,spatialCoverage,temporal,person,language,sourceTitle,referenceIdentifier,rights,copyrightOthers,url,contributor
지구와 바꾼 휴대폰,,홈페이지,2022-09-11 04:33:25,사서추천도서,,,," 이 책은 최근 환경 파괴의 주범으로 떠오르고 있는 하이테크 쓰레기의 실태를 고발하고 그 해결책을 제시하고자 한다. 우리가 일상적으로 사용하고 있는 휴대폰, 컴퓨터, 노트북, 프린터 등 수많은 전자제품이 폐기될 때 바로 하이테크 쓰레기가 된다. 단순히 이런 쓰레기를 줄이자는 호소만을 담고 있는 것은 아니다. 하이테크 쓰레기 문제를 해결하기 위해서는 소비자들의 구매 행태와 제조업체의 전략에 있어서도 변화가 필요하고 아울러 쓰레기 발생을 줄일 수 있는 기술혁신도 요구된다. 쓰레기 문제는 전 지구적 차원의 문제이기에 이에 대한 해결도 개인과 기업, 더 나아가 사회 전체적 차원에서 모색되어야 한다.
 책의 부제는 ‘환경을 위협하는 기업들의 음모와 지구를 살리기 위한 우리들의 선택’이다. 전자 폐기물로 날로 오염돼 가는 지구 환경은 결국 우리와 우리의 후손들에게 재앙이 될 수밖에 없다. 우리 자신의 미래를 위해서라도 경각심을 갖고 일독해볼 만하다.",,,,,,x9788994353968.jpg,"위르겐 로이스, 코지마 다노리처 지음 ; 류동수 옮김",,,
새의 감각,,홈페이지,2022-09-11 04:33:25,사서추천도서,,,," 이 책은 &quot;새가 된다는 것은 어떤 느낌일까?&quot; 라는 질문으로 시작한다. 동물행동학자인 저자는 새에게도 시각, 청각 등 감각이 있다고 밝힌 후, 어떠한 과정을 통해 감각을 느끼는지 다양한 예를 들어 설명한다. 그 과정에서 새의 감각에 대한 많은 편견을 교정해준다. 
 새는 흔히 시각은 뛰어나지만 청각과 후각은 없는 것처럼 여겨졌다. 그러나 저자에 따르면 새들도 오감을 느끼며, 감각이 둔할 것 같은 부리에도 촉각이 발달했다. 새도 사람처럼 맛봉오리를 통해 맛을 느끼지만 그 위치가 사람과 달리 부리 끝이나 턱이란 사실이 흥미롭다. 새에게도 감정이 있는지, 또 사람은 느끼지 못하는 자기장을 어떻게 느끼는지에 관한 분석도 눈여겨 볼만하다.
 저자는 새들이 다양한 감각을 느끼고 살아가는 방식을 전하면서, 사람과 새의 감각이 완전히 같지도 다르지도 않다는 점을 강조한다. 때문에 사람의 감각과 새의 감각에 대한 연구는 서로 도움을 줄 수 있다고 본다. 새의 감각에 대한 이해가 넓어진다면, 사람과 자연에 대한 이해도 함께 깊어질 것이라는 게 저자의 생각이다. ",,,,,,6000814791_f.jpg,팀 버케드,,,
관계 수업,,홈페이지,2022-09-11 04:33:25,사서추천도서,,,," 사람들과의 관계 때문에 사는 게 힘겹게 느껴지는가? 그렇다면 이 책을 펼쳐보자. 『관계 수업』은 타인과의 관계가 불편해 속을 앓는 이들을 위해 ‘관계 회복 가이드’를 제시하는 책이다. 
 저자에 따르면, 두 사람 사이에 문제가 있을 때, 원인을 상대방 탓으로 돌리고 상대방을 비난한 사람들은 절대로 상태를 개선하지 못했다. 반면에 자기 책임을 돌아보며 상대를 행복하게 해주어야겠다고 느끼는 사람은 상태를 개선하고 성공적인 관계를 이룰 가능성이 높았다. 책은 먼저 관계가 불편해진 원인을 탐구한 심리 이론을 제시하고 다양한 임상 사례를 소개한다. 또한, ‘친밀감 훈련’, ‘1분 연습’ 등 저자가 개발한 기법들을 수록해 실제 상황에 적용할 수 있게 하였다. 
 나와 생각이 다른 사람과 따뜻한 관계를 유지하는 건 쉽지 않다. 그러나 용기를 낸다면, 이 책의 지침은 당신이 원하는 만큼 행복한 인간관계로 바꾸어가는 데 꼭 필요한 열쇠가 될 것이다.",,,,,,noname01.bmp,데이비드 번즈,,,
예술가를 꿈꾸는 젊은이에게,,홈페이지,2022-09-11 04:33:25,사서추천도서,,,," 위대한 예술가란 어떤 존재일까? 저자는 그들을 북방한계선의 혹독한 추위를 견디고 핀 발칸의 장미에 비유한다. 시련과 역경, 그리고 고난을 이겨내고 예술적 업적을 이룬 예술가들이 세상에서 가장 좋은 향수의 재료가 되는 발칸의 장미와 같다는 것이다. 열다섯 예술가의 삶과 예술세계를 조명하면서 저자는 예술가가 지녀야 할 핵심 덕목 다섯 가지를 정하고, ‘열정’에는 강수진과 이사도라 덩컨, 자클린 뒤 프레를, ‘용기’에는 나운규와 미야자키 하야오, 안도 다다오를, ‘성실’에는 박수근과 김영갑, 두보를, ‘휴머니티’에는 최인호와 정기용, 그리고 위화를 그 대표 예술가로 선정했다. 이들은 모두 제각각의 역경을 극복하고 위업을 이룬 드라마틱한 삶을 보여준다. 그들의 인생과 그 일화들 속에서 훌륭한 예술가가 되기 위한 용기와 지혜를 얻을 수 있을 것이다. 쉽고 재미있게 읽을 수 있도록 책을 썼다는 저자의 말처럼 예술가 지망생이 아니더라도 충분히 흥미를 가지고 읽을 수 있다. ",,,,,,x9788959666867.jpg,백형찬,,,
카이사르의 마지막 숨,,홈페이지,2022-09-11 04:33:25,사서추천도서,,,," 지금 이 순간에도 모든 사람은 숨을 쉬고 있다. 
 숨을 쉬며 내뱉은 공기 분자는 대기 중의 분자들 속으로 흘러 들어가 전 세계를 돌아다닌다. 내가 내뱉은 숨을 이웃들이, 이웃들이 내뱉은 숨은 내가 들이마시기도 한다. 작가는 여기에 시간적, 공간적 상상력을 확대하여 흥미로운 시나리오를 생성한다. 다음번에 우리가 들이마시는 숨에 &lsquo;율리우스 카이사르가 죽는 순간에 마지막으로 내뱉은 공기 중 일부가 함께 딸려 온다면 어떨까&rsquo;라는 기발한 생각을 하며 숨을 통해 과거의 역사와 우리를 연결한다. 평소에는 눈에 보이지 않고 느껴지지 않아 그 존재와 필요를 대부분 잊고 사는 공기. 작가의 유머와 풍부한 과학 지식은 우리를 그러한 무심함에서 벗어나 다시 한번 공기의 중요성을 느끼게 한다. 

 마취제로 쓰인 일산화이질소, 인류를 기아에서 구원한 질소로 만든 화학 비료, 산소의 역할에 대한 논란을 낳은 찰스 디킨스의 『황폐한 집』 등의 다양한 일화를 통해 공기에 대한 과학적인 지식뿐만 아니라 그 시대의 역사까지도 배울 수 있다. ",,,,,,x9791164051298.jpg,샘 킨,,,
다크 데이터,,홈페이지,2022-09-11 04:33:25,사서추천도서,,,," 바야흐로 데이터의 시대이다. 우리는 적지 않은 의사결정을 데이터에 의존한다.
 온갖 유형의 누락된 데이터를 통칭해 &lsquo;다크 데이터(dark data)&rsquo;라고 부른다. 다크 데이터는 우리에게 보이지 않으며 기록되지도 않지만, 우리의 결론, 결정, 행위에 막대한 영향을 끼칠 수 있다. 저자는 미지의 것이 숨어 있을 가능성을 우리가 알아차리지 못한다면 잘못된 결론을 내리고 나쁜 결정을 하여 치명적인 결과를 가져올 수 있다고 말한다. 하지만 발생 형태도 다양하고 발생 이유도 가지각색인 다크 데이터를 어떻게 알고 대처할 것인가. 이 책은 다크 데이터의 유형을 15가지로 제시하고 주식, 보험, 건강검진 등 생활 속 다양한 유형별 사례를 들어 알기 쉽게 설명해준다.

 정확한 데이터는 상황을 단순하면서 깊이 이해할 수 있게 하며, 신뢰할만한 예측과 의사결정을 돕는다. 데이터에 대한 관점을 다크 데이터를 포함해 폭넓게 확대한다면 나쁜 결정을 줄이고 전략적인 의사결정을 할 수 있지 않을까? ",,,,,,x9791165217099.jpg,데이비드 핸드,,,
법정에서 못다 한 이야기,,홈페이지,2022-09-11 04:33:25,사서추천도서,,,," 언제부턴지, 고소가 늘어나면서 재판에 대한 시민의 불만과 불신의 목소리도 높아지고 있다. 

형사재판을 시작으로 수십 년 동안 재판을 해온 저자 박형남 판사는 법원의 생각과 시민의 사고방식은 어떻게 다른지를 보여주고 있다. 시민의 입장에서 의문이 생길 수 있는 부분들을 실제 재판 사례나 문학, 역사 속의 사실 등과 연결해 살펴보면서 쉽게 설명하여 어렵고 딱딱한 법을 쉽고 친근하게 느껴지게 만든다. 어려운 법률 용어가 아닌 판사의 삶과 일상으로 제시되는 법률 지식이라  더욱 실감나게 다가온다. 저자는 판사에게 부족한 것은 법률 지식이 아니라 공감 능력이라고 말한다. 이 말 속에서 판사 고유의 독립성과 양심을 지키면서 동시에 시민과 소통과 신뢰를 쌓아가야 하는 어려운 과제에 직면한 저자의 고민과 노력을 느낄 수 있다. 이 책에 담긴 법에 대한 풍성한 논의를 차근차근 따라가다 보면 법의 진심 또한 읽힌다. 냉정하면서도 애정 어린 법의 속성을 이해하면 철옹성과 같은 법의 장벽도 낮아지지 않을까? ",,,,,,x9791160807240.jpg,박형남,,,
보라선 열차와 사라진 아이들,,홈페이지,2022-09-11 04:33:25,사서추천도서,,,,"인도의 빈민가에서 아이들이 사라지고 있다. 사라진 아이들은 납치된 걸까? 아니면 정령이 데려간 걸까?
보라선 열차의 종착지, 쓰레기장과 신도시 사이의 스모그 가득한 인도의 빈민가. 텔레비전 수사 드라마에 심취해 있는 아홉 살 소년 자이가 살고 있는 곳이다. 부패한 경찰들이 마을을 통째로 밀어버린다고 협박하는 탓에 늘 이삿짐을 꾸려놓고 살아야 하는 상황이지만 자이에게 이곳은 친숙한 삶의 터전이자 마음의 고향이다. 어느 날 갑자기 같은 반 친구를 시작으로 동네 아이들이 연달아 실종되기 시작한다. 방관하는 경찰들과 힘없는 어른들 대신 자이는 자신이 직접 탐정이 되어 찾아내기로 한다. 오랜 수사극 시청으로 다져진 추리력으로 단짝 친구들과 함께 탐정단 &lsquo;보라선 정령 순찰대&rsquo;를 만든다. 자이는 아이들을 찾을 수 있을까?
 이 소설은 빈부격차와 성차별, 부정부패, 종교문제 등 인도의 다양한 사회 문제를 아홉 살 소년 자이의 당당하고 유쾌한 시선으로 보여준다. 복잡하고 미묘한 사건을 해결하는 거창한 추리소설은 아니지만 힘든 현실 속에서도 미래를 꿈꾸며 희망을 만들어가는 아이들의 모습이 충분히 매력적인 소설이다. ",,,,,,보라선.jpg,디파 아나파라,,,
자전거의 즐거움,,홈페이지,2022-09-11 04:33:25,사서추천도서,,,,"동그란 바퀴 두 개로 이루어진 단순한 구조의 탈것, 바로 자전거다. 자전거가 특별한 것은 이 작고 소박한 기계가 그토록 많은 의미와 가치를 지니고 다양한 문화를 만들어왔다는 것이다.
자전거를 타고 5개 대륙, 50여 나라를 여행한 경력의 저자는 자신만을 위해 만들어진, 세상에 하나밖에 없는 새 자전거를 원했다. 부품을 하나하나 조립하고, 프레임의 색상을 고르고 제작해나가는 모든 과정과 마침내 완성된 자전거에 오르기까지의 감동이 고스란히 전해진다. &#039꿈의 자전거&#039를 만들어가는 여정과 함께 자전거가 처음 페달, 기어 등의 제모습을 갖추기까지 발달과정, 보잘것없는 도구를 인류의 탈것으로 만든 선구자들, 명작들의 탄생과정 등 두 바퀴가 해낸 놀라운 일과 자전거를 사랑한 사람들의 감동적인 일화도 만나볼 수 있다.
인간의 끊임없는 호기심으로 만들어낸 자전거는 젊은이에게 속도감을, 여성에게 자유를, 서민들에게는 큰 즐거움과 실용성을 선물로 안겼다. 자전거에 얽힌 많은 이야기를 담은 &#039자전거 예찬&#039으로서 자전거의 두 바퀴가 가져다주는 단순한 즐거움과 행복을 한가득 전한다.",,,,,,x9788962609110.jpg,로버트 펜,,,
"心 스틸러 : 마침내, 마음을 여는 열쇠를 얻다",,홈페이지,2022-09-11 04:33:25,사서추천도서,,,," 마을을 열어 사람을 움직이게 하는 것은 무엇일까? 『心 스틸러』는 이현종 광고 크리에이티브 디렉터가 사람들의 마음을 얻기 위해 분투한 광고 생활 25년간의 경험과 통찰을 담고 있다. 저자는 ‘心 스틸러’가 되기 위해 때로는 단순함을 본질로, 때로는 예술과의 협력으로, 때로는 세밀함 등으로 승부하였다. ‘사람들을 행복하게 하려고 하는 것이 아니라 내가 행복하니까 하는 것’이라는 저자의 말에서 광고에 대한 그의 열정을 확인할 수 있다. 감각적인 글맛은 덤이다.
 광고인으로 저자는 일상 자체가 누군가의 마음을 얻기 위한 투쟁의 연속이라고 본다. 이 투쟁에서 승리하기 위해서는 ‘아무것도 아닌 것처럼 다가오는 특별한 사인들’을 포착할 수 있어야 한다. 저자와 함께 사람들의 마음을 여는 열쇠를 찾아보길 바란다.",,,,,,심.jpg,이현종,,,
벌들의 죽음,,홈페이지,2022-09-11 04:33:25,사서추천도서,,,," 벌들이 멸종되면 인류도 또한 멸망할 수밖에 없다고 한다. 책의 제목처럼 소설 속 마니와 넬리 두 자매의 상황은 삶의 멸망을 느낄 수 있을 정도로 절망적이고 어둡다. 마약과 알코올에 중독된 무책임한 부모 밑에서 유년시절을 빼앗긴 채로 살아가는 두 자매는 크리스마스이브 날 부모의 시체를 뒤뜰에 묻는다.  그날의 진실은 두 자매만이 아는 비밀로 한 채 위태하게 살아간다. 이웃집 노인인 레니가 부모 없이 남겨진 그들을 따뜻한 시선으로 돌봐주기 시작한다. 하지만 이 세 사람은 자매의 부모를 찾는 조부 로버트, 마약상인 등과 마주치면서 복잡한 상황에 놓이게 된다. 이야기가 이어질수록 자매의 비밀이 조금씩 수면위로 드러나고 크리스마스이브의 진실이 밝혀지기 시작한다. 작가의 직설적이고 여과 없는 서술은 불편하게 느껴질 수도 있다. 하지만 이러한 가벼운 서술은 주인공들의 어두운 삶을 더 현실적이고 해학적으로 느껴지게 만든다. 상대적으로 따뜻한 시선을 가진 레니의 독백을 읽으면서 삶의 절망 속에서 사랑이 얼마나 위대한 것인가를 깨닫게 한다. ",,,,,,x9791195145454.jpg,리사 오도넬,,,
아자젤,,홈페이지,2022-09-11 04:33:25,사서추천도서,,,," 과학소설가 아이작 아시모프가 &#039조지와 아자젤 이야기&#039로 1980년부터 잡지에 연재한 단편 18편을 모아 발행한 책이다. 작품 속 화자인 조지가 주문을 통해 불러냈다고 주장하는 2센티미터 크기의 악마 아자젤과 조지의 주변 인물들 간에 벌어지는 사건이 주요 내용이다. 조지가 자기 주변 인물의 고민을 아자젤에게 말하고 해결해주길 부탁하면, 아자젤은 늘 툴툴거리면서도 소원을 들어준다. 재미있는 점은 조지가 바랐던 소원이 항상 이루어지지만 그 결과가 전혀 생각하지 못했던 방향으로 진행된다는 것이다. 이 엉뚱한 전개에서 작가의 기발함과 재치를 느낄 수 있다.
 각각의 이야기는 아시모프와 조지가 처음과 끝에 대화를 나누고, 조지가 들려주는 아자젤과 관련된 사건이 중심을 이루는 액자 형식의 구성을 취하고 있다. 작가의 기존 소설이 미래와 우주를 배경으로 펼쳐졌다면, 『아자젤』은 당대의 인간 세계를 풍자라는 소스로 유머러스하게 버무려 냈다는 점에서 독특한 성격을 띠는 작품이다.",,,,,,x9788932917009.jpg,아이작 아시모프,,,
마음의 미래,,홈페이지,2022-09-11 04:33:25,사서추천도서,,,," 영화 &lt;인셉션&gt;에서 주인공 코프는 타인의 꿈속에 들어가고 생각을 조작할 수 있는 인물로 그려진다. 이런 코프의 능력이 사실 우리 마음의 미래라면 어떨까. 이론물리학자인 저자는 뇌과학 · 신경과학 분야 전문가 인터뷰를 통해 ‘물리학 법칙에 기반하고 시제품이 존재하는’ 기술들을 분석한다. 두뇌스캔부터 텔레파시, 염력, 기억 저장, 외계인의 두뇌 같은 흥미로운 주제와 함께 생각만으로 소통하는 브레인넷의 구현, 기억의 조작 및 지능의 향상 가능성을 언급한다. 미래에는 꿈과 마음을 조종하는 등 의식 자체를 변형시키는 일도 가능해질 것으로 본다. 육체를 초월한 에너지 형태의 의식만으로 인간을 정의하는 시대가 올 것이라는 예견이다. 마음의 미래상에 관해 낙관적인 저자이지만, 기술을 개발 · 사용하는 ‘지혜’는 꼭 필요하다고 강조한다. 신체의 제약에서 의식이 자유로워질수록, ‘모든 것을 좌우하는 마음’이 더욱 중요해질 것이기 때문이다.",,,,,,1.jpg,미치오 카쿠 지음 ; 박병철 옮김,,,
조선의 위기 대응 노트,,홈페이지,2022-09-11 04:33:25,사서추천도서,,,,"한 번도 겪어보지 못한 위기를 극복하는 방법을 역사에서 배울 수 있을까? 



 이 책은 조선 시대의 리더들은 한 번도 겪어보지 못한 재난과 위기에 어떻게 대처했는지 역사적 사례를 들어 설명하고 있다. 결정적이고 중대한 순간에 그들은 어떻게 상황을 인식하고 대응했으며, 그 선택은 역사의 방향을 어떻게 바꾸었는지 주목한다. 세종 대왕을 예로 들어보자. 세종은 예방을 강조했다. 평소 재난의 작은 기미만 보여도 즉각 대응했다. 큰 비가 내리면 곧바로 침수 상황을 확인하고, 흉년이 들면 지역 수령에게 구휼미 사용 재량권을 부여해 줌으로써 지휘 체계를 확립하고 현장 중심의 능동적인 대응을 유도했다.



 이 책은 역사적 사례를 현대의 관점에서 분석하여 과거의 성공과 실패의 과정을 자세히 복기함으로써, 역사에서 유용한 교훈을 찾고 있다. 오늘의 정부와 기업뿐만 아니라 개인에게도 필요한 위기관리에 관한 실질적인 통찰력을 전해주는 책이다. ",,,,,,조선의 위기 대응 노트.png,김준태,,,
리얼 월드 러닝  : 학교와 세상을 연결하는 진짜 배움 ,,홈페이지,2022-09-11 04:33:25,사서추천도서,,,," &lsquo;통계청이 발표한 &lsquo;2019 청소년 통계에 따르면 13세 이상 청소년의 가장 큰 고민은 &rsquo;직업&lsquo; 선택의 문제라고 한다.&rsquo;
  
 이 책은 &lsquo;스펙 보다 역량&rsquo;의 시대&rsquo;를 살아가야 하는 청소년들의 진로에 관한 이야기이다. 청소년들에게는 변화하는 세상의 흐름을 스스로 포착하여 새로운 기회를 창출해 내는 과정과 방법을 깨닫게 하고, 교사들에게는 &lsquo;교실을 세상과 동기화하는 방법&rsquo;을 이야기한다. 학교 안에서는 현실감각을 잃기 쉬우므로 실제 세상이 어떻게 바뀌어가고 있는지를 해석해주는 사람이 필요하다. 저자는 변화가 가속화된 동시대의 한국사회 사람들이 어떻게 성장하는지를 제시하고, &lsquo;리얼 월드 러너들&rsquo;의 배우는 방식을 소개하며, 결론적으로 진짜 세상과 연결된 학교를 통해 우리가 상상해야 할 학교의 모습을 제안한다. 이 책에서 소개하는 다양한 사례들은 청소년들이 지역사회 등 주변자원을 활용하여 성장할 수 있게 하는 네트워크 허브로서의 학교이다. 

 변화가 빠른 시대에 살고 있는 우리 청소년들이 변화의 파도를 두려워하지 않고 스스로 배워갈 수 있도록 돕는 학교의 역할이 기대된다. ",,,,,,l9791159256547.jpg,김하늬,,,
감염병 인류,,홈페이지,2022-09-11 04:33:25,사서추천도서,,,," 정주생활을 시작한 이래 인류는 가축과 곡물을 키우며 살아왔다. 음식물쓰레기와 분뇨, 오물이 넘쳐나고 쥐, 모기, 파리떼가 찾아왔다. 필연적으로 천연두, 홍역, 콜레라, 볼거리, 수두 등 감염병이 발생했다. 감염병이 창궐하여 전쟁보다 많은 사람을 죽이고 나면, 또 다른 감염병이 찾아왔다. 현대 의학의 발달과 개인위생에 대한 인식의 변화로 많은 감염병이 정복되었지만, 에이즈나 코로나19와 같은 감염병은 여전히 인류의 난제로 남아 있다. 농업혁명 이후 인류 역사는 감염병과의 역사라 해도 과언이 아니다. 일단 공격하는 쪽은 미생물, 기생충, 박테리아, 바이러스다. 우리 몸의 면역력 또한 진화를 거듭한 덕에 선천면역과 획득면역으로 방어를 하는 한편 너무 열심히 방어한 탓에 알레르기 같은 과민반응을 보이기도 한다. 또한 감염 가능성 있는 대상을 미리 피하게 해주는 행동면역은 역겨움으로 시작해 차별과 혐오의 감정으로 발전하기도 한다. 



 코로나19는 종식되지 않았다. 게다가 새로운 감염병은 언제든 등장할 수 있다. 이 책을 통해 감염병의 원인과 면역과정을 배우고, 감염병을 대하는 성숙한 사회적 태도에 대해 고찰하는 시간을 가져 보자. ",,,,,,x9788936478674.jpg,"박한선, 구형찬",,,
코로나 이후 생존 도시 ,,홈페이지,2022-09-11 04:33:25,사서추천도서,,,," 이제 우리는 코로나와 함께 살아가는 일상 회복 단계에 들어섰다. 코로나 이전과는 다른 시대를 살아가기 위해 삶에 전반적인 변화가 필요한 시대가 된 것이다. 이 책은 코로나 이후 달라져야 하는 도시의 모습에 대해 다루고 있다. 저자는 &lsquo;건강한 도시&rsquo;를 만드는 것이 인류 공동체의 목적을 가장 잘 실현할 수 있는 것이라고 힘주어 말한다. 전염병으로 인해 사람들 사이의 유대관계가 약화되고, 우울증 같은 정신질환이 증가하였으며, 의료 체계가 붕괴하는 등 기존 문명사회의 문제점이 드러났다. 책의 1장에서 4장까지는 도시와 전염병, 만성질환에 대해 다루고 5장부터 8장까지는 미래사회와 건강한 도시의 모습을 이야기하면서 과거 역사를 고찰하고 바람직한 도시 방향성을 제시한다. 앞으로는 수평적 개념의 분산형 시스템을 갖춘 자급자족 형태의 도시가 새로운 문명을 이끌 대안이 될 것이라고 예측한다. 인류가 존재하는 한 바이러스와의 싸움은 계속될 것이다. 이를 극복해나갈 새로운 도시의 모습이 궁금하다면 이 책을 펼쳐보길 권한다.",,,,,,x9791191393071.jpg,홍윤철 ,,,
철부지 사회,,홈페이지,2022-09-11 04:33:25,사서추천도서,,,,"정신과 의사인 저자는 현대 사회에서 ‘성숙 거부’라는 우울증적 증상을 참을성과 저항력 부족, 책임전가, 의존증의 문제로 보고, 그 사례와 함께 치유책을 제시한다. 저자에 따르면, 성숙 거부는 ‘이런 나 자신이고 싶다’는 자기애적 이미지와 현실의 자신과의 격차를 받아들이지 못하여 나타나는 사회적 병리 현상이다. 반면 어른스러움이란 현실적으로 가능한 일과 불가능한 일을 객관적으로 구분하는 것, 있는 그대로의 자기 자신에 눈을 맞추는 것이다. 곧 어른이 된다는 것은 과대평가하던 자신의 이미지를 상실해 가는 포기의 과정이다.
이 책에서 말하는 철부지는 특별한 사람들이 아니다. 현실에서 도피하고 싶은 충동을 느껴봤거나 남을 원망함으로써 괴로움에서 벋어나려 해 본 사람, 그리고 불안 속에서 아이를 키우고 가르치는 사람들에게 저자는 성숙한 어른이 되려면 어떻게 해야 하는지 안내한다.",,,,,,철부지 사회.jpg,가타다 다마미 지음 ; 오근영 옮김,,,
시네마 클래식 ,,홈페이지,2022-09-11 04:33:25,사서추천도서,,,,"영화 &lt;쇼생크 탈출&gt;를 본 사람이라면, 주인공 앤디가 동료 수감자들을 위해 오페라를 방송하는 장면을 기억할 것이다. 아름다운 아리아가 울려 퍼지는 감옥의 정경은 이 영화의 명장면으로 꼽힌다.
 『시네마 클래식』은 영화를 통해 편안하게 클래식 음악에 다가가게 하는 책이다. &lt;귀여운 여인&gt;에서 &lt;설국열차&gt;까지, 클래식 음악이 흐르는 32편의 영화를 다룬다. 저자는 영화의 내용과 주제, 간략한 평을 들려준 뒤 영화에 사용된 클래식 앨범을 소개한다. 아울러 그 음악이 왜 그 장면에 쓰였는지 숨겨진 의미를 해설한다. 예로, &lt;쇼생크 탈출&gt;에서 앤디가 튼 부분은 오페라 &lt;피가로의 결혼&gt; 중 &lt;편지의 이중창&gt;이다. 이는 부인과 하녀가 계략을 꾸며 백작을 혼내준다는 내용으로 뒤에 전개될 영화의 내용을 암시한다.  각 장에는 QR코드를 삽입해 스마트폰으로 해당 장면을 감상할 수 있도록 했다. 명장면을 타고 흐르는 클래식 음악은 의미를 알고 난 후 더 깊은 감동으로 다가온다.",,,,,,L.jpg,김성현,,,
괴물의 심연,,홈페이지,2022-09-11 04:33:25,사서추천도서,,,," 이 책은 사이코 패스에 관한 TED 강연으로 화제가 되었던 내용을 담고 있다. 저자는 사이코패스로 추정되는 사람들의 뇌스캔 사진을 분석하던 중 우연히 자신의 뇌에서 전형적인 사이코패스의 특징을 발견하고 이어서 선조 중에 몇 명의 사이코패스적인 살인자들이 있었다는 사실도 알게 되었다. 사이코패스 성향을 탐지한 저자는 가장 가까운 표본인 자기 자신을 연구대상으로 가족사와 개인사를 통해 사이코패스에 접근한다.  자극적인 표지와는 다르게 책에서는 사이코패스 살인마들의 엽기적인 행각에 초점을 맞추는 것이 아니라, 무엇이 사이코패스를 만드는지, 그들의 특징은 무엇인지에 대해 설명한다. 전형적인 사이코패스인 저자는 어떻게 범죄자가 되지 않을 수 있었을까? 저자는 올바른 양육을 통해서 사이코패스를 우리사회에 도움이 되는 인재로 만들 수 있다고 주장하는데, 무엇보다도 그 자신이 그 증명이다.",,,,,,x9788966189342.jpg,제임스 팰런,,,
행복만을 보았다 ,,홈페이지,2022-09-11 04:33:25,사서추천도서,,,,"어려서 어머니에게 버려지고 아버지의 무관심 속에 자란 앙투안은 성인이 되어 사랑하는 사람을 만나 가정을 이루고 두 아이를 낳는다. 그러나 행복할 것만 같았던 삶이 아내와의 불화, 아버지의 암 투병, 자신을 떠난 어머니의 죽음, 직장에서의 해고 등으로 점차 어긋나면서 앙투안의 정신은 점차 피폐해져 간다. 결국 극단적 결심으로 자신의 딸 조세핀을 쏘는 상황까지 치닫게 되고 이후 이들 가족의 삶은 돌이킬 수 없는 불행으로 빠져든다. 사랑하는 딸에게 차마 하지 말았어야 했던 행동을 한 아버지, 아버지로부터 씻을 수 없는 상처를 안게 된 딸이 각자의 방법으로 가슴 속 깊이 박힌 상처를 극복하고 희망을 향해 나아가는 행동과 심리 과정이 탁월하게 묘사되어 있다. 오랜 시간 동안 다른 사람 목숨의 가치만 매겨온 냉철한 손해사정사가 자기 인생의 값을 매겨나가면서 스스로를 성찰하는 소설로도 인상적이다. ",,,,,,x9788965133490.jpg,그레구아르 들라쿠르 ,,,
흙의 학교,,홈페이지,2022-09-11 04:33:25,사서추천도서,,,,"<h1 align=&quot;left&quot;>물과 공기와 흙은 우리 생명의 근원이다. 이 중에서 가장 복잡하고 우리가 잘 모르고 있는 것이 어쩌면 흙일지도 모른다. 흙은 물과 공기, 유기물, 그리고 잘게 부서진 돌 알갱이로 구성되며, 여기에는 미생물도 필수적으로 포함돼 있어야 한다.이 책에서는 흙이 만들어지는 과정에서부터 농사를 지을 수 있는 흙의 상태 등에 대하여 설명하며, 흙 속에서 일어나는 다양한 모습과 현상을 제시한다. 또한 일상생활에서 쓰이는 흙과 그 속에서 살아가는 갖가지 생물과 미생물 등 눈에 보이지 않는 생태계를 보여준다.저자는 실제로 사과를 재배하는 농부로 바싹 말라가는 사과밭의 병증을 살펴보느라 모든 신경을 곤두세우면서 마주한 자연의 모습을 있는 그대로 전달한다. 그는 농약도 비료도 사용하지 않는 ‘자연재배’에 성공하는데, 그 자연재배의 핵심이 바로 흙이라고 강조한다. 그 흙에 관한 신비로운 이야기와 자연의 지혜를 들을 수 있으니 말 그대로 ‘흙의 학교’다.</h1>",,,,,,l9791195328529.jpg,"기무라 아키노리,이시카와 다쿠지 지음 ;염혜은 옮김",,,
코로나 이후의 교육을 말하다,,홈페이지,2022-09-11 04:33:25,사서추천도서,,,," 코로나19는 우리 삶의 많은 부분을 바꿔놓았다. 교육 또한 예외가 아니었다. 코로나 상황이 심각해지면서 초등학교부터 대학까지 수업을 연기하거나 문을 닫는 사태까지 빚어졌고, 학습 손실에 대한 구제책으로 교육자들은 다양한 디지털 매체를 이용하여 교육의 공백을 채우려고 노력했다. 그러나 디지털 공간 속에서 만나는 학교는 어땠을까? 
 교육계에 종사하며 학생들을 지도해온 네 명의 저자는 코로나19 위기 속에서 교육의 본질과 가치에 대해 되짚어 보고 관계의 중요성, 교사의 역할 등을 고민하는 한편 대학교육의 현실과 변화의 기회, 교육행정을 주제로 이야기를 풀어간다. 코로나19 속 다양한 교육 현장의 생생한 사례들을 통해 우리가 마주한 교육 현실의 문제점과 배울 점을 찾고, 이러한 위기를 발판 삼아 변화된 미래교육을 모색해야 한다고 강조한다. 잃어버린 소중한 일상이 하루빨리 회복되어 교육의 본질을 찾아가는 여정에 한걸음 더 다가갈 수 있기를 희망해본다.",,,,,,x9788920040603.jpg,"김용, 곽덕주, 김민성, 이승은",,,
