,_c0,exhibition_name,poster_link,exhibition_description,exhibition_place,start_period,end_period,place
198,268,생명-본향,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=5c5a93f1261b5893ddb3fe5044097e6e13e27cc0df58d0800d2b142a2917067e,전시는 생명 본향을 주제로 전통 동양화가 아닌 현대적인 채색화 그림으로서 작품 초기에는 꽃을 주제로 그렸고 그 후에는 인간세상의 온갖 더러운 마음을 다 지워 버리고 아름답게 피어나는 꽃을 그렸다 그 후에는 현재 그림이 나오기 전 단계인 꽃과 삶의 여정을 그렸으며 현재는 복잡한 삶의 여정이 끝난 아름다운 생명의 본향을 생각하며 분채 물감으로 장지위에 수간채색으로 작품을 표현해 보았습니다 또 현재 작업 중인 옻칠과 나전도 함께 전시할 합니다,광화랑,2016-08-10,2016-08-10,세종문화회관
199,17,어린이·청소년 교육프로그램 `미술로 토론하기`,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=93455d97be38072aea7f319fefc15b79b28116332331f452cbab0a66c25f7e24,유유산수 서울을노딜다 어린이 청소년 교육프로그램 미술로 토론하기 미술을 통해 서울을 바라보는 재미 아트 리터러시 강화 교육프로그램 행복한 감상자를 만들기 위한 교육으로 토론 을 통해 자신의 감상을 이야기하고 타인의 감상에 귀 기울이는 시간 친구들과 전시도 보고 토론도 하고 어린이 청소년 교육프로그램 매주 목요일 까지 구매 및 환불 마감됩니다 잔여석 문의가능 예매자 인 미만의 경우 폐강 및 전액환불 환불 안내를 위해 개인정보에 연락처 기입 필수 월 일 현충일 월 일 지방선거일 성인들을 위한 특별강좌개설 모든 수업에 성인 참여가능 자세한 사항은 홈페이지를 참고하십시오 프로그램안내 미술로 토론하기 세종이야기내 교육실 프로그램 운영 일 시 토요일 오전 오후 대 상 초 중 고등학생 및 성인 참 가 비 어린이 청소년 원 성인 원 만 세이상 입장료 포함 교 육 내 용 개별전시감상 토론 및 워크시트 단체 도슨트 해설 전시안내 문의사항 및 예약,세종미술관1관세종미술관2관,2018-05-12,2018-05-12,세종문화회관
200,338,윤회의 강,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=0aa8b85347308ec22bc9b7ece8f2971413e27cc0df58d0800d2b142a2917067e,청첩장 봉투와 언제 봐도 질리지 않는 무욕의 광목위에 흐르는 강물 속 일기처럼 일상들을 그려 넣었다 일하며 사랑하며 배우는 행복한 시간들이 축복처럼 지나갔다 작가소개 이름 엄순미 경력 개인전 회 해외부스전 회 단체전 다수 현 한국미협 고양미협 고양여성작가회 민미협 회원,광화랑,2017-12-20,2017-12-20,세종문화회관
201,102,국가무형문화재 전시,,,세종미술관2관,2018-10-31,2018-10-31,세종문화회관
202,386,그림책과 만나다,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=aae78ebfa85d2cc091d10cfd950323d313e27cc0df58d0800d2b142a2917067e,그림책과 만나다 일은 시 마감 세종문화회관 광화랑 서울 종로구 세종대로 그림책은 세에서 세까지 즐기는 예술입니다 그림책작가는 그림책을 통해 독자와 간접적인 소통을 하는데 원화 전시를 통해서 독자를 직접 만나 소통하는 장을 만들고 싶습니다 그리고 그림책을 만나지 못하고 성장한 분들에게 그림책을 만나는 기회를 김정옥 년 롯데백화점 아트 콜라보 년 스페이스 아트 갤러리 소속 전시 등 그룹전 다수 동국제약 유한킴벌리 엘러간 코리아 보뚜슈퍼푸드 서울메트로 등 일러스트 작업 농진 진흥청 표지 한국인삼공사 계간사보 국민서관 픽처북하우스 등 출판물 작업 난주 년 한겨레 그림책학교 수료 년 그림책 문장부호 펴냄 년 개인전 점으로 그린 세상 갤러리 다수의 그룹전 개인전 등 참여 오하나 청어람 몬테소리 다음세대 한국톨스토이 한국헤밍웨이 월드김영사 교원 등 출판물작업 개인전 개인전 경기문화재단 기획전시진행 그 외 다수의 단체 전시 참여 만들고 싶습니다,광화랑,2018-12-05,2018-12-05,세종문화회관
203,194,"유쾌한,글 ",https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=faec0c25744c22e99776405c0fa7280292381032b65d54d3d24c41c87ac16bf4&streFileNm=3d4fdaf66110a1822500cb75c95371bd2657b980fbf690d891fc361941a10452,전시 소개 광화문광장 재개장에 맞추어 이루어지는 세종문화회관 기획전시로 한글에 대한 작가들의 유쾌한 접근을 보여주는 전시이다 어린이와 어른 모두 가족이 함께 편안하게 관람할 수 있는 쉽고 재밌는 전시로 한글 작품들을 다양한 매체로 구성하여 다원적 감각으로 한글을 바라볼 수 있다 한글이 갖고 있는 고유한 특징과 일상에 녹아있는 친숙한 우리글을 다룬 작품들로 구성하여 회화 작품에서 공간을 활용한 설치 디지털 작품들과 서예가의 다양한 작품까지 감상할 수 있다 전시 서문 너와 나의 우리 곁의 한글 전시 유쾌한 글 은 우리가 현대사회에서 사용하는 친근한 한글을 주제로 기획한 전시이다 낯설고 먼 이야기나 과거 또는 미래에 있는 한글의 이야기가 아닌 현재 우리 모두가 사용하고 옆에 두고 있는 한글에 대한 작품을 선보여 편하게 느낄 수 있는 공감과 재미를 선사하고자 한다 참여 작가인 김도영 작가는 한옥과 한글을 주제로 한국화와 디자인 작업을 해오고 있다 민화적인 기법과 다중 시점을 적용하여 전통 채색화를 그리며 한옥 모양 한글에 전각 이미지를 활용하여 설치 콜라주 등 다양한 매체로 작업을 확장하는 중이다 한옥과 한글이라는 전통적이며 현재까지도 우리 옆에 든든히 자리 잡은 콘텐츠를 통해 과거와 현재를 잇는 시도를 보여준다 작품 오늘 나의 안부 에서는 한옥한글 모빌과 거울을 함께 설치하여 한글을 읽을 수 있기도 하고 한옥의 조형적 이미지만으로 느껴지게도 하는 감각적 접근으로 관람객과 한글을 통해 유쾌한 교감의 경험을 선보인다 안마노 작가는 그래픽 디자이너이자 크리에이티브 디렉터이다 정지된 이미지와 움직이는 이미지 사이의 간극을 주제로 글자 영상 이미지 등의 실험적 표현을 탐구하고 있다 작품 그런데도 그나저나 그러니깐 은 일상생활에서도 많이 사용하는 말과 말 생각과 생각 사람과 사람을 신통하게 이어주는 접속부사 세 가지 작가노트 중 발췌 를 사용하여 우리 관계 속 연결과 소통에 대해 생각해 볼 수 있는 한글 타이포그래피 작품이다 한글에 대한 연구와 다양한 시도로 탄생한 타이포그래피 작품을 본 전시에서 만나볼 수 있다 이완 작가는 한국과 중국에서 서예를 공부하고 서예라는 장르를 뛰어넘어 문자의 조형 회화를 보여주고 있다 고정된 문자를 선과 점의 단위로 해체하고 기존 서예의 쓰는 행위에서 벗어나 확장된 이미지로 표현하고 있다 작품 와 개조심 등 한지에 붓과 먹을 사용하여 현대인 모두가 공감할 수 있는 한글 작품뿐만 아니라 그냥 삶의 무게 와 같은 철을 용접하여 만들어낸 문자의 공간적 조형을 느낄 수 있는 흥미로운 작품도 살펴볼 수 있다 이정화 작가는 세상의 아름다움을 서예를 통해 표현하고자 한다 전시를 통해 작품을 선보이는 것뿐만이 아닌 방송 영화 책 등 다양한 대중 매체를 통해서 서예의 아름다움과 우리 삶 속에 미 를 찾는 태도를 꾸준히 보여주고 있다 작품 이여도사나 는 가로 가 넘는 작품을 폭으로 구성하여 제작한 작품이다 이여도 이어도 는 제주 해녀들에게 낙원으로 불리는 곳으로 구전민요 이여도사나 는 배를 타고 바다로 나가며 해녀들의 삶에 대한 염원을 담아 부르는 노래이다 작가는 한지 안에 수행과도 같이 이 민요를 통해 글자를 적으며 세상에 대한 마음을 차곡차곡 쌓아 내려갔다 홍지윤 작가는 크기와 매체를 가리지 않고 다양한 화폭에서 붓으로 유희하며 이미지와 한글을 그려내어 국내외 개인전과 그룹전을 통해 선보이고 있다 작가는 나와 대상을 구분 짓지 않는 동양의 물아일체 사상과 글과 그림을 하나로 보는 서화일체 개념을 기반으로 글자를 이미지의 조형적 요소로 풀어내며 의미를 직관적인 색감과 형태로 나타낸다 전시 작품 중 서울 연정 은 서울 남산의 풍경과 노래 서울의 찬가 가사를 조화롭게 배치하여 서울에 대한 애정을 그림으로 표현했다 감각적이며 회화적인 아날로그 작업과 디지털 매체가 어우러진 작가의 작품은 현대를 살아가는 관람객에게 공감을 자아낸다 이번 유쾌한 글 전시를 통해 멀게 느껴지는 한글에 대한 전시가 아닌 지금 우리의 동시대를 표현하고 있는 한글 친숙한 우리 곁의 한글을 돌아보며 유쾌한 한글의 재미를 찾을 수 있길 희망한다 유쾌한 글 객원기획 독립 큐레이터 신혜진 김도영 서울과 전주 대전 세종에서 총 회의 개인전을 개최하였고 년 올해 한옥담닮 남산골한옥마을 서울 과 년 한글 점으로부터 빛 박연문화관 갤러리 세종 문자도 투데이 동덕아트 갤러리 서울 등의 기획전에 참여했다,세종이야기전시장,2022-08-02,2022-08-02,세종문화회관
204,49,Kai Jun의 인물화展 - `KOREA Renaissance Art`,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=42cff21849928b7c6423277e269c6fbdc5632144e692c09ac9214915f513b19a,후원 국가미래연구원 레오나르도 다빈치 이후 년 만에 모나리자의 신비를 재현한 화가의 국내 최대 규모 인물화 세종문화회관 월 일 월 일까지 를 선언하는 전시 개최 모나리자 신비의 미소 를 재현한 작품과 한국적 정서를 담은 작품까지 중대형 작품 여점 총망라 한국 인물화의 대표화가인 화가가 여 년간 노력해 온 인물화 여점을 모아 전시를 개최한다 본 전시에서는 루브르 박물관에만 가야 볼 수 있는 모나리자 신비의 미소 와 같은 현상의 그림 두 점이 포함된전시이다 꿈 작품은 관람자가 어느 위치에서 바라보아도 상체가 관람자를 따라 온다 또 다른 꿈 작품은 가까이에서는 근엄한 표정을 하나 떨어진 곳에서 보면 아기처럼 환하게 웃는다 르네상스 시대부터 신고전주의까지의 작가들이 무엇을 고민했었는지를 알기위한 다양한 연구와 표현 실험 및 방식으로 구성되어 마치 여러 사람의 전시를 보는 것 같은 볼거리를 준다 의 인물화전 은 한국적 미술의 새로운 장을 열겠다는 그의 야심찬 노력이 담긴 전시다 화가는 한국만이 가지고 있는 특별한 정신문화를 시각화하고 있다 그는 서양의 르네상스처럼 한국에서도 잊혀져간 훌륭한 정신문화를 재생 부활 시켜야한다고 생각한다 그는 한국의 훌륭한 정신문화를 세계 공통언어인 미술로 표현하여 한국뿐만이 아니라 전 세계인이 공감하는 문화로 만들겠다는 생각을 가지고 있다 교수이기도한 그는 아카데믹한 훈련과정을 통해 그가 표현하고자 하는 모든 것을 표현할 수 있는 능력을 배양하는데 많은 시간을 할애했으며 스스로의 만족한 년 이후부터는 본격적으로 한국문예부흥을 위한 작품을 제작하고 있다 본 전시를 통해 정통 서양미술로 입문하여 한국적 미술을 만들어가는 과정을 한 눈에 조망 할 수 있다 전완식 르네상스시대부터 신고전주의 시대까지 활동했던 유럽 궁정화가들의 기법을 연구하였으며 그들이 만들어 냈던 화려한 기법을 활용한 독특한 인물화의 표현법을 개발하였다 이에 대한 평가는 년 월 미국 최대 미술 산업 그룹 의 글로벌 매거진 뉴욕 발행 아트비즈니스뉴스 표지 작가 및 뉴트랜드 작가 인에 선정되었다 또한 레오나르도 다빈치 모나리자의 위치에 따른 이미지 변환에 대한 표현을 년 만에 재현한 화가이다 년 월에는 광복 주년 국가 행사의 대표작가로 서대문형무소역사관에서 전시를 했었다 공인된 대통령 초상화를 그린 번째 화가이며 평창동계올림픽 성공 기원 행사 대표 화가이다 국내외 개인전 회 단체전 여회를 하였으며 현재 한성대학교 교수 한국미술협회 이사 대한민국미술대전 초대작가이다 한성대학교 예술대학원장 대한민국미술대전 심사위원 운영위원 기획위원을 역임하였다 학력은 홍익대학교 미술대학과 산업대학원을 졸업하였다,세종미술관1관,2018-03-14,2018-03-14,세종문화회관
205,263,제30회 서울발달장애인사생대회 작품 전시회,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=55e5c05301ed1c945a247563052f53dd13e27cc0df58d0800d2b142a2917067e,매년 서울시 내 발달장애인들 약 명을 대상으로 사생대회 개최 발달장애인들의 예술적 능력을 함양하고 대회 작품들을 활용한 전시회를 통해 비장애인들에게 장애인식 개선 효과 마련 사생대회는 도화지화 초등부 중고등부 일반부 와 컴퓨터화 중고등부 일반부 로 나뉘어 진행되며 올해는 점의 작품이 입상함 입상 작품 중 대상 금상 은상 특별상 총 여작품을 전시 제 회 서울발달장애인 사생대회 전시회 장소 광화랑 기간,광화랑,2016-07-06,2016-07-06,세종문화회관
206,154,제8회 대한민국 광화문광장휘호경진대회 수상작품전시,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=781044a3701ef5bcc58321ebc26f8e08bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=3c041ba1749b701d03773be6cf430779d332546322f68d3b6101f1caf85f787e,제 회 대한민국 광화문광장 휘호 경진대회 시상식 토 전시기간 화 일 개월간 전시장소 세종문화회관 한글갤러리 대한민국서울광화문광장 조성 주년을 맞이하여 훈민정음반포 돌을 기념하는 행사로 독일예선전과 서울 인사동예선전을 거쳐 서울광화문광장휘호경진대회행사가 문화체육관광광부와 서울시의 주선으로 한글주간 행사로 주제를 한글 마음을 그려내는 빛 이라 하고 년 월 일 광화문광장 세종대왕 동상 앞에서 옛 선비들의 과거시험을 재현하는 행사로 우리역사를 바르게 알리고 인성교육에 기초가 되는 그림과 문자의 소중함을 체험 할 수 있는 행사가 있었습니다 한글문화큰잔치로 제 회 광화문광장 휘호경진대회 예선전이 독일은 월 일 마감 명 한국 인사동 은 월 일 마감 명 으로 총 명이 예선을 거쳐 명 한글 명 문인화 명 캘리그래피 명 현대서예 명 이 광화문광장행사에 참가하였고 현장휘호로 명이 수상자로 확정되었습니다 광화문광장휘호경진대회가 예선전으로 기본 실력을 인증 받아야 월 일 광화문광장 본선에 나아가 현장휘호를 할 수 있으며 수상작품 전시는 월 일 월 일 개월간 에 진행됩니다 시상식은 월 일 농업인의 날과 함께하는 가래떡먹는날행사와 함께 진행됩니다,세종이야기전시장,2017-11-07,2017-11-07,세종문화회관
207,235,대한민국 미술전람회 `2016 시원전`,,꿈의숲아트센터 홈페이지 바로가기,꿈의숲아트센터,2016-07-22,2016-07-22,꿈의숲아트센터
208,62,제7회 한중한묵전,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=0460e2e61c76e649d6da044b897e411bc5632144e692c09ac9214915f513b19a,한국작가 중국작가 제 회 한중한묵전,세종미술관1관,2019-03-27,2019-03-27,세종문화회관
209,344,길에서 지리를 보다,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=ac926edebadd723db5680a9a138ba53913e27cc0df58d0800d2b142a2917067e,공간에는 길이 있습니다 너와 나를 이곳과 저곳을 연결해야 하니까요 물에도 바람에도 마음에도 길이 있습니다 길을 거치지 않으면 그곳으로 갈 수 없습니다 도착할 그곳 생각으로 길이 보이지 않았으나 살아갈수록 길 자체가 전부인 걸 알게 되었습니다 그곳에 무엇이 있어서 가는 것이 아니라 그곳으로 가는 길에서 무언가를 하는 것이었습니다 길이 통로이기도 했지만 이미 그곳이기도 했습니다 나는 오늘도 길을 걷습니다 지리는 결국 사람을 이해하기 위함이다 사람을 이해하기 위해 그리고 더불어 행복한 삶을 위해 그들의 삶터를 공부한다 지리사진은 그래서 사람과 그들의 삶터가 주인공인 사진이다 사람을 이해하기 위한 사진이다 구도와 빛보다 이야기가 먼저다 그래서 아름답지 않을 수 있다 하지만 사진 속에 담긴 사람과 삶터이야기를 듣고 나면 어느 예술사진보다 아름답다 사람은 꽃보다 아름답기 때문이다 전국의 지리교사들은 이곳저곳을 사진으로 찍어 학생들에게 수업자료로 활용하고 또 더 나은 공간을 만들 수 있도록 하기 위해 수만 장의 지리사진을 공유해왔다 그 지리사진과 그 사진 속에 담긴 사람과 삶터 이야기를 보다 많은 사람들과 나누려 한다 지리사진전 을 통해 나와 우리 삶터를 고민하는 시간이 되었으면 좋겠다 작가소개 전국지리교사모임 지리 교육에 대한 밝은 희망을 안고 교단에 섰지만 현실의 높은 벽에 답답해하고 스스로 부족함을 느끼던 생각이 젊은 지리 선생님들이 하나둘 뭉쳐 년에 창립한 전국적인 지리 교사 단체이다 올바른 지리 교육의 자리매김을 바라는 전국의 지리 교사들이 연구모임 지역모임 특별분과 등에서 활동하면서 지리 교수 학습자료 개발 및 보급 지리 교육 전문지 아우라지 발간 지리 교육과정 연구 지리 교사 연수 해외 답사 등 지리 교육 전반에 걸쳐 다양한 활동을 하고 있다 지리쌤과 함께하는 일간의 세계 여행 지리쌤과 함께하는 우리나라 도시 여행 지도로 만나는 우리 땅 친구들 지리 교사들 미국 서부를 가다 지리 세상을 날다 한국지리 만화교과서 세계지리 만화교과서 경제지리 만화교과서 세계지리 세상과 통하다 등을 출간했다 전국지리교사모임 홈페이지,광화랑,2018-01-31,2018-01-31,세종문화회관
210,349,"전통, 현재를 살아가다",https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=b6b9f6eeea568d1e76f352619fed3c1013e27cc0df58d0800d2b142a2917067e,전통 현재를 살아가다 그랑하나 한복전시 세종문화회관 광화랑 그랑하나 한복 전시회 전통 현재를 살아가다 는 현대의 삶 속에 들어온 한복을 통해 옛 시대의 유물이 아닌 현재에 살아 숨 쉬는 전통을 알리고자 기획한 전시입니다 전통 한복의 구조는 그대로 두고 현대의 원단으로 변화를 준 한복 드레스 작품들과 현대를 살아가는 사람들의 일상복에 한복적인 모티브를 담은 일상 한복 작품들을 선보입니다 우리의 한복이 당신의 일상에 한걸음 더 다가가길 바라는 마음을 담아 준비한 한복 전시회로 한복의 다채로운 변화를 즐길 수 있는 전시회입니다 작가소개 한복 디자이너 박현숙 그랑하나 공동 대표 및 디자이너 매 시즌 현대 한복 및 전통 한복 디자인 컬렉션 출시 주 흥진플러스 디자인 연구소 디자인 팀장 아동한복 브랜드 예닮 부인복 인견 브랜드 예사랑 등 다수 한복 브랜드 총괄 디자인 아름모드 인터내셔널 디자이너 및 해외사업부 디자이너 신라호텔 한국관광대학 탐앤탐스 유니폼 외 다수 유니폼 디자인 국내외 다수의 스파 브랜드 유니폼 디자인 한성 백제 문화제 역사거리 행렬 의상 총괄 동명제 제 회 백제고분제 재현의상 총괄 핸드메이드 페어 참가 한복개발프로젝트 한복 디자이너 인 선정 한복개발프로젝트 살롱 패션쇼 한복 디자이너 참가,광화랑,2018-03-14,2018-03-14,세종문화회관
211,347,다중,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=cb723ec125e93ba7b52ff3e5a78622597099ceac4f07ec9d8d4ae8ef1c56e1d4,전시 타이틀 다중은 많을 다 중첩하다 중 을 따서 여러겹 중첩하다 라는 뜻인 동시에 다 중요하다 라는 이중적 의미를 가진다 작가가 최근에 전시한 뿐 아니라 과거 현재를 오버랩한 타임머신 시리즈와 동양 서양 시리즈도 만나볼 수 있다 장소와 장소의 오버랩 같은 장소지만 시간대의 오버랩을 통해 행복했던 순간을 그림으로 기억하기 위해 그리는 작가와 누구에게나 추억이 있을법한 장소 랜드마크의 등장은 전시장을 둘러보는 사람들에게 자신이 가진 기억 추억을 하나쯤은 꺼내볼 수 있는 소통의 장이 될 것이다 작가소개 김주희 작가로 이미지오버랩 작가입니다 일명 겹쳐 그리는 작가입니다 뭐든지 겹치지만 기억 추억에 관한걸 겹치거나 특별한 장소와 가고 싶은 장소 과거와 현재 낮과 밤 이런식으로 겹쳐 작업합니다 경력은 개인전 회 단체전 회정도입니다 서울시립미술관 선정작가 아뜨레미술관선정작가 카니발피자 콜라보 아트상품 제작 네이버 프로젝트 꽃 크리에이터데이 소란과 콜라보레이션 그라폴리오 아트윈도 오픈갤러리 아트브런치 그림판매 성신여자대학교 서양화과 졸업 홍익대학교 미술대학원 석사 졸업 서울디지털대학교 섬진강미술대전 대한민국회화대전 여성미술대전 메트로미술대전 모란현대미술대전 등 다수 수상,광화랑,2018-02-28,2018-02-28,세종문화회관
212,120,유엔난민기구와 함께하는 세계 난민 사진전시회,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=faec0c25744c22e99776405c0fa72802f936847f63c41146331c173dcb14ac04&streFileNm=6e11a49084167d832d607d2d3f3ce75124078277cccf491c8dad44ed96e373b4,뉴스 창간 주년 세계난민 사진전 세종문화회관 미술관 관 년 월 일 월 일 시 분 시 세계적인 뉴스통신사 의 한국 미디어인 뉴스가 창간 주년을 맞았습니다 이를 기념하기 위해 유엔난민기구 한국대표부와 함께 세계난민 사진전을 개최합니다 오는 월 일은 유엔이 정한 세계난민의 날 주년이 되는 날이어서 더욱 뜻깊은 행사가 될것입될 것 우리 민족에게 난민은 전혀 낯설지 않은 말입니다 일제강점기와 한국전쟁을 겪으면서 우리 민족도 난민 생활을 해야 했습니다 전 세계가 코로나 로 고통받고 있는 지금이야말로 어려운 사람들에게 더욱 관심을 기울여야 할 때입니다 이번 사진전에는 지난 년 동안 죽음의 문턱을 넘나들며 세계 분쟁지역을 취재해온 전해리 작가의 단 한점밖에 없는 작품들이 전시됩니다 세계 난민 사진전에 여러분의 관심과 애정을 기대합니다 유엔난민기구는 년에 설립되었습니다 만 달러의 예산과 명의 직원으로 출범한 유엔 난민기구는 년이 지난 현재 개국에서 만 명 이상의 직원이 근무하고 있으며 만명을 보호하고 있스빈다 유엔난민기구는 세계적인 난민보호를 위한 노력으로 년고 년에 노벨평화상을 수상했습니다 유엔난민기구는 전 세계 난민의 권리를 보장하며 이들이 아름다운 삶을 살 수 있도록 긴급구호 난민 등록 임시 거처 물과 위생 식량 의료 교육 생계 지원 영구적 해결책 모색 등 다양한 보호와 지원 활동을 전개하고 있습니다 유엔난민기구의 모든 활동은 각국정부와 개인 후원자들의 관심과 참여로 이루어집니다 세계난민 사진전이 어려움을 겪고 있는 난민들의 실상을 조금이나마 알리는 기회가 되었으면 합니다 그리고 더욱 많은 난민을 보호하고 지원할 수 있도록 유엔난민기구 활동에 동참해주시기를 진심으로 바랍니다 유엔난민기구 한국대표부 대표 제임스 린치 전시면 뉴스 창간 주년 세계난민 사진전 전시기간 수 화 관람시간 문의 주최 뉴스 유엔난민기구 장소 서울특별시 종로구 세종대로 세종문화회관 미술관 관,세종미술관2관,2020-06-17,2020-06-17,세종문화회관
213,375,"제43회 공기평 개인전, Dear Vincent - Wildflower(야생화)",https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=b3bdcd4d49845da24ed6f7dac23c2ea613e27cc0df58d0800d2b142a2917067e,빈센트 반 고호에게 보내는 편지 형식으로 시작 되는 연작 년 발표 은 초창기에 화면의 중심을 향한 방사상의 빗발치는 격렬한 터치의 그림들 이었다면 이번 전시는 고호가 처음 구사 했다는 알라프리마 기법으로 자연의 기를 한몸에 받고 있는 야생화를 속도감 있고 격렬한 터치로 표현한 작품들 입니다 알라프리마 기법은 유화물감의 유동성을 이용하여 물감이 채 마르기전에 재빠르게 완성하는 기법으로 그림에서 힘과 에너지를 느낄 수 있는 기법 입니다 채색들은 현란하고 눈부시면 붓 터치는 속도감 있고 에너지가 넘쳐납니다 나비와 벌들은 꽃을 찾아 날아듭니다 자연의 수많은 식물들은 토양에서 양분을 받아 생명을 유지 하지만 특히나 야생화는 그 끈질긴 생명력으로 소박하고 조그마하게 그 꽃을 피워 냅니다 그래서 야생화들은 힘찬 생명력과 아름다움으로 유화의 알라프리마 기법과 닮아 있습니다 이번 작품들의 표현 기법의 가장 큰 특징이 알라프리마 기법이지만 한 붓에 두세 가지의 물감을 동시에 찍어 그리는 현대적 표현 기법 또한 커다란 표현기법상의 특징이라 할 수 있습니다 이를테면 현대미술의 특징인 속도감과 동시성을 구상미술에 구현한 것 입니다 여기에 더하여 두텁게 바른 물감들은 물질성 을 표현합니다 작가소개 공기평 작가 약력 년 서울대학교 미술대학 서양화과 졸업 개인전 회 개최 프랑스 마네아트센터 등 인전 회 개인부스전 회 그룹전 다수 초대 참가 우수개인전 후원사업 회 선정 한국문화예술위원회 경기문화재단 용인문화재단 가천문화재단 브레인팩토리 유망작가 지원사업 선정 미국 제 회 공모미술전람회 등상 수상 워싱턴 주 프랑스 레지던스 프로그램 참가 토지문화관 원주 레지던스 프로그램 참가 중국 상해 추계옥션 미술품출품 경매 낙찰 국립현대미술관 점 경기도미술관 점 작품 매입소장,광화랑,2018-09-12,2018-09-12,세종문화회관
