,movie_name,img_link,synopsis,director
77,킹스맨 : 시크릿 에이전트,https://www.kobis.or.kr/common/mast/movie/2015/02/ec1fdb0c357d405fb665d6f755a7b559.jpg,"세상에서 가장 위험한 면접이 시작된다! 높은 IQ, 주니어 체조대회 2년 연속 우승! 그러나 학교 중퇴, 해병대 중도 하차.동네 패싸움에 직장은 가져본 적도 없이 별볼일 없는 루저로 낙인 찍혔던 ‘그’가‘젠틀맨 스파이’로 전격 스카우트 됐다! 전설적 베테랑 요원 해리 하트(콜린 퍼스)는 경찰서에 구치된 에그시(태런 애거튼)를 구제한다.탁월한 잠재력을 알아본 그는 에그시를 전설적 국제 비밀정보기구 ‘킹스맨’ 면접에 참여시킨다.아버지 또한 ‘킹스맨’의 촉망 받는 요원이었으나 해리 하트를 살리기 위해 죽었다는 사실을 알게 된 에그시.  목숨을 앗아갈 만큼 위험천만한 훈련을 통과해야 하는 킹스맨 후보들.최종 멤버 발탁을 눈 앞에 둔 에그시는 최고의 악당 발렌타인(사무엘 L. 잭슨)을 마주하게 되는데…",매튜 본
78,미션 임파서블: 로그네이션,https://www.kobis.or.kr/common/mast/movie/2015/06/eb8e2452b95945a292ba474154b9ea8d.jpg,"시리즈 사상 최악의 위기!역대 가장 불가능한 미션이 시작된다!미국정부로부터 해체 통보를 받게 된 최첨단 첩보기관 IMF(Impossible Mission Force). ‘에단 헌트(톰 크루즈)’를 포함한 팀원들은 모두 뿔뿔이 흩어지게 되고, 정체불명의 테러조직 ‘로그네이션’은IMF 전멸 작전을 펼친다. 로그네이션에게 납치 당한 ‘에단 헌트’는 의문의 여인 ‘일사(레베카 퍼거슨)’의 도움을 받아 극적 탈출에 성공하고 다시 팀원들을 불러 모은다. 리더 ‘에단 헌트’부터 전략 분석요원 ‘브랜트(제레미 레너)’, IT 전문요원 ‘벤지(사이먼 페그)’, 해킹 전문요원 ‘루터(빙 라메스)’ 그리고 정체를 알 수 없는 ‘일사’까지. 다시 모인 그들은 역대 가장 위협적인 적 로그네이션에 맞서는 불가능한 미션을 펼친다!",크리스토퍼 맥쿼리
79,투사부일체,https://www.kobis.or.kr/upload/up_img/cleansing/x00/00/88/mov_20050363_38608.jpg,"5년 전 계두식. 교생 되어 돌아오다! 5년 전, 조폭의 신분으로 고등학교에 입학. 학교를 발칵 뒤집어 놓은 계두식이, 이번에는 사범 대학교 윤리 교생으로 돌아온다. 그는 졸업생들을 위한 현장실습을 ""장기수들이 출소하기 전에 쌓는 사회경험""으로 가볍게 판단, 교생 실습을 위해 학교로 나서게 된 것. 실습 첫날부터 개구멍으로 출근한 그가, ""교생도 선생은 선생!!"" 이라고 목에 강하게 힘을 주며, ""윤리와 사상은 나만의 윤리관으로 가르치겠다!!""라는 포부를 밝혔다. 그들이 변했다!! 한편, 라스베가스를 주름잡던 카사노바 출신 김상두(가짜 대학생)가 두식의 SOS요청에 발목 잡힌 것으로 밝혀졌다. 5년 전까지만 해도 ""라스베가스""를 주름잡던 그가, 두식에게 소개 받은 여선생으로 인해 완전히 망가진 것. 게다가 ""여선생 꼬시기"" 전담으로, 사생활까지 포기해야만 하는 상태이다. 또한, 무식의 절정으로 알려진 대가리는 이미 5년 전부터, 선수출신 마누라와 자신을 똑 닮은 자식 꼴통 때문에 하루하루를 고달프게 보내고 있다고 한다. 어디선가 대가리에게 무슨 일이 생기면 반드시 그의 아내 춘자 귀에 들어간다는 말이 있을 정도로 빡센 삶의 연속이라는 것.  두식 형님 내조하랴, 나름대로 연애하랴, 몸이 열 개로 나눠도 모자를 그들이 이번에는 어떤 식으로 두식 형님을 보필하게 될지!! 5년 전보다 더욱 강해진 그들의 무식함에 귀추가 주목된다. 두목과 스승과 아버지는 아직도, 하나!! 두식의 학교 생활을 막는 장애물은 비단, 영어 선생이나 철모르고 대드는 학생들만은 아니다. 자신의 최고 보스도 학교에서만큼은 장애물이 되곤 한다. 상두에게 여자 보기를 돌같이 여기라고 말하는 것 보다, 대가리에게 상대방을 대화로 설득시키도록 지시하는 것 보다, 더 어려운 것은 제자가 된 두목(상중)을 공정한 마음으로 다스려야 한다는 것!!  ""아직도!! 두목과 스승과 아버지는 하나다"" 라며 자신 있게 외쳐대는 두식은 과연 이런 난관 중에 난관을 어떻게 헤쳐 나가며, 안전하게 학교 생활을 마무리 지을 것인가. 우리는 그것이 알고 싶다!!",김동원
80,연평해전,https://www.kobis.or.kr/common/mast/movie/2015/06/4fecc4c7adf0464db5510b72822b3133.jpg,"월드컵의 열기로 뜨거웠던 2002년 6월해군 출신 아버지의 자랑스러운 아들이자, 참수리 357호 정장 ‘윤영하’ 대위 아내의 든든한 남편이자, 참수리 357호 조타장 ‘한상국’ 하사 어머니의 하나뿐인 아들이자, 참수리 357호 의무병 ‘박동혁’ 상병  참수리 357호 대원들은 실전을 방불케 하는 고된 훈련 속에 서로를 의지하며 가족 같은 존재가 되어간다. 무더운 여름과 함께 월드컵의 함성이 뜨거워지는 가운데, 한국과 터키의 3, 4위전 경기가 열리던 그날 서해 한 가운데에 포성이 울리는데…",김학순
81,반지의 제왕 : 왕의 귀환,https://www.kobis.or.kr/common/mast/movie/2021/03/869b991bd39f45c89e6e00d94b60377c.jpg,"21세기 가장 위대한 걸작, 사상 최대의 마지막 전쟁이 시작됐다!절대반지의 영원한 파괴를 위해, ‘프로도’와 그의 친구들, 엘프족 ‘레골라스’, 난쟁이족 ‘김리’, 두 명의 인간전사 ‘아라곤’과 ‘보로미르’, 그리고 마법사 ‘간달프’...등, 9명으로 이뤄진 ‘반지원정대’가 ‘불의 산’을 향하게 되고, 그들은 ‘사우론’의 사악한 세력에 맞서려 한다. 그러나 이들은 다시 뿔뿔이 흩어지게 되고, 암흑세계의 두 개의 탑을 통합하여 그 세력을 확장하고 있는 ‘사우론’은 서서히 중간대륙을 거대한 전쟁의 소용돌이로 몰아가며 ‘로한왕국’을 향해 진격을 시작한다. 이에 ‘아라곤’은 자유종족들을 통합하여 ‘사우론’에게 정면 대항하게 되는데.....  ‘사우론’의 군대는 인간 종족을 멸망시키기 위해, 마지막으로 곤도르 왕국의 수도인 ‘미나스 티리스’를 공격한다. 과거의 위대함은 사라진 채 그 명맥만을 유지해오던 곤도르 왕국은 이제 그 어느 때보다도 왕이 절실하다. 하지만, ‘아라곤’이 왕위를 계승하여 자신의 운명을 마주 할 수 있을 것인가?  전투에 앞서, ‘간달프’는 필사적으로 흩어진 곤도르의 병력을 수습하고, ‘세오덴’은 로한의 전사들을 규합한다. 용기와 충성심에 불타 있기는 하지만, 인간의 군대는 곤도르로 빽빽이 몰려드는 적들에게 적수가 되지 못한다.  승리의 순간에도 희생이 따르고, 많은 이들을 잃어가면서도, 원정대는 ‘사우론’의 주의를 딴 곳으로 돌려 ‘프로도’가 임무를 달성할 수 있게 돕는다는 하나의 목표 아래, 그들 생애 가장 큰 전투를 치러 나간다. 한편, ‘프로도’는 위험한 적의 땅을 가로질러 가면서, 반지가 끊임없이 그의 의지와 인간성을 시험하자 점점 더 ‘샘’과 ‘골룸’에게 의지하게 되는데.",피터 잭슨
82,인셉션,https://www.kobis.or.kr/common/mast/movie/2020/01/63e94dc65e7547af8c879382c7397d46.jpg,"타인의 꿈에 들어가 생각을 훔치는 특수 보안요원 코브.그를 이용해 라이벌 기업의 정보를 빼내고자 하는 사이토는코브에게 생각을 훔치는 것이 아닌, 생각을 심는 ‘인셉션’ 작전을 제안한다.성공 조건으로 국제적인 수배자가 되어있는 코브의 신분을 바꿔주겠다는거부할 수 없는 제안을 하고, 사랑하는 아이들에게 돌아가기 위해 그 제안을 받아들인다.최강의 팀을 구성, 표적인 피셔에게 접근해서 ‘인셉션’ 작전을 실행하지만예기치 못한 사건들과 마주하게 되는데…꿈 VS 현실시간, 규칙, 타이밍 모든 것이 완벽해야만 하는,단 한 번도 성공한 적 없는 ‘인셉션’ 작전이 시작된다!",크리스토퍼 놀란
83,레미제라블,https://www.kobis.or.kr/common/mast/movie/2012/12/954c99cb46704e08adc078b209fc3ebd.jpg,"인생은 살아볼 만 하다고, 사랑은 영원하다고, 신은 자비로울 거라고 믿었다하지만 잔혹한 현실은 한밤중에 천둥소리를 내며 들이닥쳤다. – 판틴 ‘I Dreamed A Dream’ 시대를 뛰어넘는 감동의 메시지!사랑과 용서, 구원과 희망의 대서사시가 시작된다!굶주린 조카들을 위해 빵 한 조각을 훔친 죄로 19년의 감옥살이를 한 장발장(휴 잭맨)은 전과자라는 이유만으로 모두의 박해를 받는다. 세상에 버림받은 장발장은 교회의 은식기에 손을 대지만 주교는 그를 용서하고 남은 은촛대까지 건네주며 바르게 살라고 당부한다. 절망의 밑바닥에서 구원받은 장발장은 새롭게 살아가기로 결심하지만 또 다시 억울한 누명을 쓰고 경감 자베르(러셀 크로우)의 손에 체포된다. 하지만 비참한 삶을 살아온 판틴(앤 해서웨이)의 유일한 희망인 딸, 코제트(아만다 사이프리드)를 돌보기로 한 약속을 지키기 위해 그는 탈옥을 감행하는데……",톰 후퍼
84,닥터 스트레인지: 대혼돈의 멀티버스,https://www.kobis.or.kr/common/mast/movie/2022/05/813d356d27064f2ab6eff657cbd843ed.jpg,"지금껏 본 적 없는 마블의 극한 상상력!5월, 광기의 멀티버스가 깨어난다!끝없이 균열되는 차원과 뒤엉킨 시공간의 멀티버스가 열리며오랜 동료들, 그리고 차원을 넘어 들어온 새로운 존재들을 맞닥뜨리게 된 ‘닥터 스트레인지’.대혼돈 속, 그는 예상치 못한 극한의 적과 맞서 싸워야만 하는데….",샘 레이미
85,쉬리,https://www.kobis.or.kr/upload/up_img/cleansing/x00/00/14/mov_19990084_32696.jpg,"국가 비밀정보기관 O.P의 특수비밀요원인 유중원과 동료요원 이장길은 그들에게 중요한 제보를 자청했던 무기밀매상 보스 임봉주가 저격당하자 특수8군단 소속의 저격수 이방희라는 것을 짐작한다. 임봉주의 배후를 조사하던 유중원과 이장길은 이방희가 국방과학기술연구소에서 개발한 신소재 액체폭탄 CTX를 확보하려 했던것을 알아낸다. 한편 북에서 침투한 박무영과 특수8군단의 요원은 군단사령부로 이송중이던 CTX를 탈취한다. 유중원과 이장길이 뒤쫓지만 가까스로 목숨만 구한다. 이들의 움직임에 한발 앞서 나타나는 이방희 행적은 O.P 내부에 첩자가 있음을 짐작케하고 서로를 의심하는 상황이 된다. 도저히 방향을 종잡을 수 없는 상황 속에서 한달앞으로 다가온 명현과의 결혼은 유중원에게 또다른 불행을 예고한다. 단 한 번도 사랑한다는 말을 전하지 못한 채 자신의 신분을 감추고 명현을 대했던 유중현. 처음이자 마지막으로 이번일이 끝나면 꼭 같이 여행을 떠나자는 약속만을 남긴채, 명현을 뒤로하고 이방희의 행적을 뒤쫓는다. 마침내, 유중원은 고국장과 이장길에게까지 거짓 정보를 흘리고 독자적인 작전을 개시하는데...",강제규
86,캡틴 마블,https://www.kobis.or.kr/common/mast/movie/2019/02/177a9a537a0746a0b77233979a8e5e86.jpg,"위기에 빠진 어벤져스의 희망!1995년, 공군 파일럿 시절의 기억을 잃고크리족 전사로 살아가던 캐럴 댄버스(브리 라슨)가 지구에 불시착한다.쉴드 요원 닉 퓨리(사무엘 L. 잭슨)에게 발견되어 팀을 이룬 그들은지구로 향하는 더 큰 위협을 감지하고힘을 합쳐 전쟁을 끝내야 하는데…",애너 보든
87,미션 임파서블 3,https://www.kobis.or.kr/upload/up_img/cleansing/x00/00/62/mov_20060107_36516.jpg,"“전세계가 기다리는 그가 돌아왔다!”역대  시리즈를 뛰어넘는 최고의 불가능한 미션!극악무도한 적과 자신의 조직에 맞서, 성공 불가능한 미션에 도전한다!최첨단 정보기관 ‘IMF’의 특수 비밀 요원 ‘이단 헌트(톰 크루즈)’.최고의 베테랑 특수 요원으로서 항상 긴장감 속에 경계를 늦추지 않던 그는이제 현장에서 한 발 물러나 특수 요원 트레이닝에 전념하며 삶의 여유를 찾고,사랑하는 여인 ‘줄리아(미셸 모나한)’와 행복한 결혼을 꿈꾼다.하지만 그녀와의 약혼식 날, 급작스런 본부의 호출을 받은 ‘이단 헌트’에게세계적으로 악명 높은 국제 암거래상 ‘오웬 데비언(필립 세이모어 호프만)’에게 인질로 잡혀있는 IMF 요원을 구출하라는 명령이 떨어진다.사랑하는 약혼녀에게 차마 사실을 알리지 못한 채, 최고의 IMF팀을 이끌고 작전에 임하는 ‘이단 헌트’는 요원을 구출하는 데에 극적으로 성공하지만 그녀는 결국 목숨을 잃는다.IMF 본부의 국장(로렌스 피시번)은 작전에 실패한 ‘이단 헌트’를 심하게 문책하고그는 자신과 상관의 명예를 회복하기 위해 다시 ‘오웬’을 추적한다.이번에 그에게 주어진 미션은 철통 같은 보안으로 결코 침투 불가능한 바티칸의 심장부.최첨단 장비로 무장한 IMF 최고의 팀을 이끌고 교황의 연설장에 잠입한 ‘이단 헌트’는환상적인 팀워크와 스릴 넘치는 작전으로 그를 납치하고 극비정보를 입수하는데 성공한다.‘오웬’을 생포하여 IMF 본부로 오던 중 ‘이단 헌트’의 IMF팀은 정체 모를 집단에 의해비행기에서 쏟아지는 무차별적인 미사일 공격을 받고, ‘오웬’은 다시 그의 손을 빠져나간다.극악무도한 ‘오웬’은 빼앗긴 극비정보를 되찾기 위해 ‘이단 헌트’의 아내를 납치하고,자신이 요구하는 극비정보를 IMF 본부에서 48시간 안에 다시 빼내오지 않으면‘이단’의 눈 앞에서 사랑하는 ‘줄리아’를 처참하게 죽여버리겠다고 위협한다.평생 최고의 불가능한 미션에 직면한 ‘이단 헌트’.이제 어느 누구의 도움도 받을 수 없다!극악무도한 적과 자신의 조직에 맞서, 성공 불가능한 미션에 도전한다!",J.J. 에이브럼스
88,쥬라기 월드: 폴른 킹덤,https://www.kobis.or.kr/common/mast/movie/2018/05/0fc8085ed403419d831bde7f05908d1e.jpg,"진화는 위기가 된다지상 최대의 테마파크 ‘쥬라기 월드’가 폐쇄된 이후 화산 폭발 조짐이 일어나자,오웬(크리스 프랫)과 클레어(브라이스 달라스 하워드)는 공룡들의 멸종을 막기 위해 이슬라 누블라 섬으로 떠난다. 한편, 진화된 공룡들을 이용하려는 세력의 거대한 음모가 드러나고,절대 지상에 존재해선 안될 위협적 공룡들이 마침내 세상 밖으로 등장하게 되는데…",후안 안토니오 바요나
89,청년경찰,https://www.kobis.or.kr/common/mast/movie/2017/08/e85c68b0ad2942eaba23562d05dc8055.jpg,"현장경험 전무, 수사는 책으로 배웠다!“그냥 우리가 잡아볼게요”의욕충만 경찰대생 기준(박서준) X 이론백단 경찰대생 희열(강하늘)둘도 없는 친구인 두 사람은 외출을 나왔다 우연히 납치 사건을 목격하게 된다.목격자는 오직 두 사람 뿐! 기준과 희열은 학교에서 배운 대로 지체 없이 경찰에 신고한다.하지만 복잡한 절차와 부족한 증거로 수사는 전혀 진행될 기미가 보이지 않는 상황!1분 1초가 급박한 상황에서 아까운 시간만 흘러가자, 기준과 희열은 직접 발로 뛰는 수사에 나서기로 하고예측 불가능한 상황을 마주하게 되는데…전공지식 총동원! 파릇파릇한 놈들의 혈기왕성 실전수사가 시작된다!",김주환
90,가문의 위기(가문의 영광2),https://www.kobis.or.kr/upload/up_img/cleansing/x00/00/06/mov_20050219_32084.jpg,"최고 명문家 백호파의 대모 홍덕자 여사! 조직은 조직대로 무럭무럭 크고, 슬하의 세 아들은 나름(?) 믿음직하다. 그러나 반드시 이룩해야 할 단 하나의 과제가 남아 있었으니, 가문의 체질개선을 위한 ‘엘리트 며느리’ 모시기!! ‘홍여사’는 세 아들에게 자신의 환갑잔치 때까지 무조건 큰 며느리감을 데려오라는 명령을 내린다. 며느리감 물색에 나선 세 아들, 드디어 어디 내놔도 안 부끄러울 며느리 감을 발견했단다!! 근데 며느리 될 아이가 강력계 검사라고라고라? 가문의 영광을 이루려다 가문이 위태롭게 생겼다~! 과연 홍여사와 세 아들은 엘리트 며느리 모시기에 성공할 수 있을 것인가?",정용기
91,숨바꼭질,https://www.kobis.or.kr/common/mast/movie/2013/08/afe5dee468b948a2b0f2def0ceb386c4.JPG,"우리 집에 낯선 사람이 숨어 살고 있다면...?숨바꼭질 암호 □1○1△2고급 아파트에서 완벽한 가정을 꾸리고 사는 성공한 사업가 ‘성수’(손현주)는하나 뿐인 형에 대한 비밀과 지독한 결벽증을 갖고 있다.어느 날 그는 형의 실종 소식을 듣고 수십 년 만에 찾아간 형의 아파트에서집집마다 새겨진 이상한 암호와 형을 알고 있는 ‘주희’(문정희) 가족을 만난다.“제발 그 사람한테 제 딸 좀 그만 훔쳐보라고 하세요”어린 딸과 단 둘이 살고 있는 ‘주희’는자신의 집을 훔쳐보는 누군가의 존재를 느끼며 두려움에 떨고 있다.낡은 아파트의 암호를 찬찬히 살펴보던 ‘성수’는 그것이그 집에 사는 사람의 성별과 수를 뜻하는 것을 알게 된다.우리 집에 나 말고 다른 사람이 살고 있다!형의 아파트를 뒤로한 채 자신의 안락한 집으로 돌아온 그 날,‘성수’는 형의 아파트에서 봤던 암호가 자신의 집 초인종 옆에서새겨진 것을 발견한다.사라진 형. 숨바꼭질 암호. 서로 다른 두 가족에게 찾아온 충격적 진실.가족을 지키기 위한 두 가장의 숨가쁜 사투가 시작된다!",허정
92,덕혜옹주,https://www.kobis.or.kr/common/mast/movie/2016/08/0d79aa5ddb5d491bb91720087a0dde56.jpg,"역사가 잊고 나라가 감췄던 대한제국의 마지막 황녀! 일본으로 끌려간 대한제국의 마지막 황녀! 일제는 만 13세의 어린 덕혜옹주를 강제 일본 유학길에 오르게 한다. 매일같이 고국 땅을 그리워하며 살아가던 덕혜옹주 앞에 어린 시절 친구로 지냈던 장한(박해일)이 나타나고, 영친왕 망명작전에 휘말리고 마는데...",허진호
93,더 테러 라이브,https://www.kobis.or.kr/common/mast/movie/2013/07/381c7510cbf54a9abddabf8055efcb47.jpg,"불미스러운 일로 라디오 프로그램으로 밀려난 국민 앵커 `윤영화`생방송 진행 중, 신원미상 청취자로부터 협박전화를 받는다.˝지금...한강 마포대교를 폭파하겠습니다˝귀찮은 장난전화쯤으로 여긴 순간, 마포대교가 폭발하는 장면을 직접 목격하게 된다.˝내가 터뜨린다고 했죠...?˝눈 앞에서 벌어진 끔찍한 재난사태가 `테러사건`이라는 유일한 단서를 손에 쥔 윤영화!˝신고하지마. 이건 일생일대의 기회야!˝보도국장과 물밑 거래를 통해 마감뉴스 복귀를 조건으로테러범과의 전화통화를 TV뉴스에 독점 생중계 하기로 결심하는데...대한민국을 뒤흔든 테러사건뉴스 앵커 VS 테러범의 숨막히는 맞대결이 펼쳐진다!",김병우
94,쥬라기 월드,https://www.kobis.or.kr/common/mast/movie/2015/05/e833189575424e90afc4d889e3790526.jpg,"살아있는 모든 것을 압도할 그들이 깨어났다!‘쥬라기 공원’이 문을 닫은 지 22년, 유전자 조작으로 탄생한 공룡들을 앞세운 ‘쥬라기 월드’는 지상 최대의 테마파크로 자리잡는다. 하지만 새롭게 태어난 하이브리드 공룡들은 지능과 공격성을 끝없이 진화시키며 인간의 통제를 벗어나기 시작하는데…돌아온 공룡의 세상! 인류에게 닥친 최악의 위협!",콜린 트레보로우
95,감시자들,https://www.kobis.or.kr/common/mast/movie/2013/06/e646c6d1a0624235bea5e7605214ee51.jpg,"흔적조차 없는 놈의 모든 것을 기억하라!범죄 대상에 대한 감시만을 전문적으로 담당하는 경찰 내 특수조직 감시반. 동물적인 직감과 본능으로 범죄를 쫓는 감시 전문가 ‘황반장’(설경구)이 이끄는 감시반에 탁월한 기억력과 관찰력을 지닌 신참 ‘하윤주’(한효주)가 합류한다. 그리고 얼마 후 감시반의 철저한 포위망마저 무용지물로 만든 범죄가 벌어진다. 단 3분만에 한 치의 실수도 없이 벌어진 무장강도사건. 얼굴도, 단서도 남기지 않은 그들의 존재에 모든 시선이 꽂힌다. 철저하게 짜여진 계획 하에 움직이며 1초의 오차도 용납하지 않는 범죄 조직의 리더 ‘제임스’(정우성). 자신의 존재를 절대 드러내지 않는 그는 감시반의 추적이 조여올수록 더욱 치밀하게 범죄를 이어간다. 더 이상의 범죄를 막기 위해 반드시 놈의 실체를 알아내야만 하는 감시반. 황반장과 하윤주는 모든 기억과 단서를 동원해 놈을 쫓기 시작하는데...",조의석
96,의형제,https://www.kobis.or.kr/upload/up_img/cleansing/04/mov_20090904_3.jpg,"6년 전 서울 한복판에서 일어난 의문의 총격전. 그곳에서 처음 만난 두 남자, 국정원 요원 한규와 남파공작원 지원. 작전 실패의 책임을 지고 한규는 국정원에서 파면당하고 지원은 배신자로 낙인 찍혀 북에서 버림받는다.그리고 6년 후, 적인 줄만 알았던 두 남자가 우연히 마주치는데, 둘은 서로의 신분을 속이고 각자의 목적을 위해 함께하게 된다. 시간이 지날수록 친구로서 남자로서 서로를 이해하게 된다. 그러던 어느 날, 지원에게 6년 전 그날처럼 북으로부터 지령이 내려오게 되고 한규와 지원은 인생을 건 마지막 선택을 한다.",장훈
97,2012,https://www.kobis.or.kr/common/mast/movie/2013/06/2a3ade040c2f403d9a88edd04bc04a49.jpg,"고대 마야 문명에서부터 끊임없이 회자되어 온 인류 멸망. 2012년, 저명한 과학자들은 오랜 연구 끝에 실제로 멸망의 시기가 다가오고 있음을 감지하고 각국 정부에 이 사실을 알린다. 그리고 곧 고대인들의 예언대로 전세계 곳곳에서는 지진, 화산폭발, 거대한 해일 등 각종 자연 재해들이 발생해 그 누구도 막을 수 없는 최후의 순간이 도래한다. 한편, 두 아이와 함께 가족 여행을 즐기던 잭슨 커티스(존 쿠삭)는 인류 멸망을 대비하기 위해 진행해 오던 정부의 비밀 계획을 알게 되는데... 과연 잭슨이 알아차린 정부의 비밀 계획은 무엇인가? 2012년, 인류는 이대로 멸망하고 말 것인가?",롤랜드 에머리히
98,앤트맨과 와스프,https://www.kobis.or.kr/common/mast/movie/2018/05/9426c5d2daf04a069d971265aa8b80e7.jpg,“이제 믿을 건 자네 둘 뿐이야”사이즈부터 다른 마블의 히든카드가 온다‘시빌 워’ 사건 이후 은둔하며 히어로와 가장의 역할 사이에서 고민 중이던 ‘앤트맨’과 새로운 파트너 ‘와스프’ 앞에 정체불명의 빌런 ‘고스트’가 등장한다. 시공간의 개념이 사라진 양자 영역으로 들어갈 수 있는 기술을 훔쳐 달아난 고스트를 쫓던 앤트맨과 와스프는 상상도 못했던 상황에 직면하는데…,페이튼 리드
99,닥터 스트레인지,https://www.kobis.or.kr/common/mast/movie/2016/09/ab85dec95b224ec09ff5c9290fdf9669.jpg,"마블 히어로의 새로운 시작!모든 것을 초월한, 역사상 가장 강력한 히어로가 온다!불의의 사고로 절망에 빠진 천재 외과의사 ‘닥터 스트레인지(베네딕트 컴버배치)’. 마지막 희망을 걸고 찾아 간 곳에서 ‘에인션트 원(틸다 스윈튼)’을 만나 세상을 구원할 강력한 능력을 얻게 되면서, 모든 것을 초월한 최강의 히어로로 거듭나는데...",스콧 데릭슨
100,검은 사제들,https://www.kobis.or.kr/common/mast/movie/2015/10/ad3a0e370ecc46729f85b09cf9519fbd.jpg,"2015년 서울뺑소니 교통사고 이후 의문의 증상에 시달리는 한 소녀(박소담). 잦은 돌출 행동으로 교단의 눈 밖에 난 ‘김신부’(김윤석)는 모두의 반대와 의심 속, 소녀를 구하기 위한 자신만의 계획을 준비한다. 이를 위해선 모든 자격에 부합하는 또 한 명의 사제가 필요한 상황, 모두가 기피하는 가운데 신학생인 ‘최부제’(강동원)가 선택되고, 그는 ‘김신부’를 돕는 동시에 감시하라는 미션을 받게 된다. 그리고 마침내 소녀를 구할 수 있는 단 하루의 기회,김신부와 최부제는 모두의 목숨을 잃을 수도 있는 위험한 예식을 시작하는데…“절대 쳐다보지마. 이제부터 넌 여기 없는 거야”",장재현
101,안시성,https://www.kobis.or.kr/common/mast/movie/2018/09/32533636c61e426d8733e25af3718890.jpg,"우리는 물러서는 법을 배우지 못했다! 우리는 무릎 꿇는 법을 배우지 못했다! 우리는 항복이라는 걸 배우지 못했다!  천하를 손에 넣으려는 당 태종은 수십만 대군을 동원해 고구려의 변방 안시성을 침공한다. 20만 당나라 최강 대군 VS 5천명의 안시성 군사들. 40배의 전력 차이에도 불구하고, 안시성 성주 양만춘과 전사들은 당나라에 맞서 싸우기로 결심하는데…  동아시아 역사상 가장 위대한 승리를 이끈 안시성 전투가 시작된다!",김광식
102,블랙 팬서,https://www.kobis.or.kr/common/mast/movie/2018/02/ef6b23bf8f2e47e595ce302a7ea1c357.jpg,"‘시빌 워’ 이후 와칸다의 왕위를 계승한 티찰라(채드윅 보스만)는와칸다에만 존재하는 최강 희귀 금속 ‘비브라늄’과 왕좌를 노리는 숙적들의 음모가 전세계적인 위협으로 번지자세상을 구할 히어로 ‘블랙 팬서’로서 피할 수 없는 전쟁에 나서는데…2월, 마블의 가장 혁신적인 히어로가 온다!",라이언 쿠글러
103,더 킹,https://www.kobis.or.kr/common/mast/movie/2016/12/e3256ff235bf48b8ae0ae5d2b1b7e77e.jpg,"대한민국의 왕은 누구인가?무소불위 권력을 쥐고 폼 나게 살고 싶었던 태수는우여곡절 끝에 권력의 설계자 한강식을 만나핵심 라인을 타고 승승장구 하게 된다정권이 교체되는 중요한 시기,새로운 판을 짜며 기회를 노리던 이들 앞에예상치 못한 위기가 닥치는데…2017년, 대한민국이 속 시원하게 뒤집힌다!",한재림
104,완득이,https://www.kobis.or.kr/upload/up_img/2011/10/mov_34878H_20111012154825_1.jpg,"열 여덟, 인생 최대의 적수를 만났다! 	남들보다 키는 작지만 자신에게만은 누구보다 큰 존재인 아버지와 언제부터인가 가족이 되어버린 삼촌과 함께 사는 고등학생 완득이. 가난하고 불우한 가정환경에 공부도 못하는 문제아지만 싸움만큼은 누구에게도 지지 않는다. 가진 것도, 꿈도, 희망도 없는 완득이 간절히 바라는 것이 딱 하나 있었으니, 바로 담임 똥주가 없어지는 것! 사사건건 자신의 일에 간섭하는 데다 급기야 옆집 옥탑방에 살면서 밤낮없이 자신을 불러대는 똥주. 오늘도 완득은 교회를 찾아 간절히 기도한다.	제발 똥주 좀 죽여주세요 	그가 내 이름을 불러주었을 때, 내 인생은 꼬이기 시작했다!	입만 열면 막말, 자율학습은 진정한 자율에 맡기는 독특한 교육관으로 학생들에게 똥주라 불리는 동주. 유독 완득에게 무한한 관심을 갖고 있는 동주는 학교에서는 숨기고 싶은 가족사와 사생활을 폭로하여 완득을 창피하게 만들고, 집에 오면 학교에서 수급 받은 햇반마저 탈취하는 행각으로 완득을 괴롭힌다. 오밤중에 쳐들어와 아버지, 삼촌과 술잔을 기울이는 건 예삿일이 돼버렸다. 그러던 어느 날, 존재조차 모르고 살았던 친엄마를 만나 보라는 동주의 넓은 오지랖에 완득은 더 이상 참지 못하고 가출을 계획해보지만, 완득을 향한 동주의 관심은 식을 줄을 모르는데! 	세상에 등돌린 소심한 반항아 완득	세상에 반항하는 오지랖 선생 똥주 	그들의 유쾌하고 특별한 멘토링이 시작된다!",이한
