,exhibition_name,poster_link,exhibition_description,exhibition_period,exhibition_place
391,한국을 이끌어 갈 예술인 52 / 2017,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2020/11/febab07ca40d1a366b97959878904026.jpg,"


[관람시간]오전 11시 ~ 오후 7시 *2/17(금) 오후 12시부터 관람가능*2/26(일) 오후 5시까지 관람가능 ※ 단, 전시기간 중 금,토요일은 저녁 9시까지 관람가능합니다. ※ 매월 마지막 수요일은 문화가 있는 날입니다.  
1200여명의 얼굴을 그려 개최한 1회 개인전“1000인의 닮아도”를 제외하고 이후 아홉 번 개인전의 주제는 풍경이다. 특히 서울은 2회 개인전 “magic tour vol.1`, 3회 개인전 `익숙함 속의 새로움”, 4회 개인전 “나무를 심는 노총각”, 5회 개인전 “이동협전”, 6회 개인전 “李氏山水”, 7회 개인전 “李氏山水7”까지 작품의 주된 대상이었다. 그러다 8회 개인전 `李氏山水8. 울릉도`, 9회 개인전 `李氏山水9.백령도`를 통해 미지의 지역에 동경과 호기심 그리고 대자연에 대한 경외심을 웅장하게 표현하고 기법을 연구한 후 다시 서울로 돌아오게 된다. 고려 후기의 학자 이제현의 “운금루기”에`세상에 구경할 만한 경치가 반드시 먼 지방에만 있는 것이 아니다. 임금이 도읍한 곳이나 수많은 사람들이 모여 사는 곳에 아름다운 경치가 있다.` `마음이 한곳으로 쏠리면 다른 곳을 볼 겨를이 없는 법, 조정에서는 명예를 다투고 저자에선 이익을 다투다 보니 비록 좋은 경치가 바로 옆에 있어도 이를 아는 사람이 드문 것” 이라 언급했듯이 작가의 집안 대대로 살고 있는 고향 서울을 그린다는 것은 그다지 놀랍거나 특이한 사항도 아닐 것이다. 이전 개인전 작품과 이번에 작가가 그린 서울의 모습과 차별화되는 점이 있다면 인공물의 등장일 것이다. 아파트와 고층건물은 현대화의 꽃으로 상징 될 수 있으나 이동협에게는 과연 꼭 그려야만 하는가라는 의문점을 안겨주는 대상이기도 하다. 눈뜨면 볼 수밖에 없는 인공물을 굳이 그림 속에 까지 등장시켜야 할까라는 고민을 피할 수 없었기 때문이다. 전혀 그리지 않거나 대부분 삭제되었던 아파트와 건물들이 그려졌다는 것은 시대상을 반영하고자 함으로 느껴진다. “피할 수 없으면 즐기라” 라고 누군가 말했듯이 인공물을 그려야 한다면 과거의 건물 및 자연과 어떻게 하면 좀 더 자연스럽게 조화를 시킬 것인가와 산수풍경처럼 표현할 수 있을까 라는 어려움을 색채의 사용과 기법으로 해결하고자 했음이 두툼한 질감으로 보여 진다. 수많은 붓의 터치로 인한 물감의 쌓여짐은 질감을 나타내기 위한 기법이 아닌 색채의 활용에 근거한다. 단순하게 한 가지가 아닌 수많은 물감의 겹침으로 평면위에 자연의 색을 표현하려는 의도가 숨어있다. 이렇게 두껍게 물감을 사용했음에도 불과하고 李氏山水는 느끼함이 없이 정서적으로 매우 익숙하고 친숙하게 다가온다. 이것은 익숙한 주제만의 이유는 아닌 듯하다. 눈에서 가까운 곳을 강조하고 멀어질수록 풀어지는 동양회화적인 기법의 사용으로 인한 효과이다. 이점은 현대적인 재료와 본질적인 정서를 잘 이용한 것으로 막연하게 강조, 강요되는 전통이 아닌 피부로 와 닿는 현실적인 대안을 제시하고 있다. B5스케치북 2장을 합친 단색위주로 서울현장에서 그려지는 스케치는 대형 작품과는 색다른 재미를 제공한다. 현장스케치는 캔버스작품의 기본이 되는 것 뿐 아니라 도심의 악조건인 길거리에서 탄생된 의지와 노력이 포함된 또 하나의 작은 작품들이다. 이러한 점은 작은 작품을 따로 그리지 않는 이유이기도 하다. 이동협은 대부분의 전시과정의 일들을 홀로 해내고 있다. 고생스럽고 보다 많은 시간을 투자해야하지만 부수적인 비용의 절감으로 이씨산수의 합리적인 보급에 유리하다.  화가 이동협의 10회 개인전 `李氏山水10.서울`. 일천만인구가 살고 있는 친근하고 익숙한 지역을 새롭게 조명하고 작가가 꾸준하게 쌓아온 노하우를 볼 수 있는 기회가 될 것이다.   [프로필] 이동협. 李東協, Lee, Dong-Hyup.  1974년 서울 중구 회현동 출생홍익대학교 대학원 동양화과졸업홍익대학교 동양화과 졸업 2017년 10회 개인전.  “이씨산수10. 서 울”  예술의전당 한가람미술관 제7전시실 전관. 2016년  9회 개인전.  “이씨산수9. 백령도”  예술의전당 한가람미술관 제7전시실 전관.  2015년  8회 개인전.  “이씨산수8. 울릉도”  예술의전당 한가람미술관 제7전시실 전관.  2014년  7회 개인전.  “이씨산수7”  예술의전당 한가람미술관 제7전시실 전관.  2013년  6회 개인전.  “이씨산수”  예술의전당 갤러리SEVEN.                2012년  5회 개인전.  “이동협전”  빛갤러리       2011년  4회 개인전.  “나무를 심는 노총각”  빛갤러리     2010년  3회 개인전.  “익숙함 속의 새로움”  빛갤러리    2009년  2회 개인전.  “magic tour vol.1`  화봉갤러리   2008년  1회 개인전.  “1000인의 닮아도”  노암갤러리   주요 작품소장처국립현대미술관 미술은행. 양평군립미술관. 국립공원관리공단.주 인도네시아 대한민국 대사관. 주 헝가리 대한민국 대사관.주 남아프리카공화국 대한민국 대사관. 주 후쿠오카 대한민국 총영사관주식회사 효천공영. 서울 사이버대학 등등 [주요작품] 이씨산수 10-7.   광화문과 북악산. 리넨,아크릴릭. 162x97cm. 2015  이씨산수 10-11.  평창동과 북한산 보현봉. 리넨,아크릴릭. 162x97cm. 2015  이씨산수 10-13.  서울 난지도 하늘공원. 리넨,아크릴릭. 162x97cm. 2015  이씨산수 10-18.  서울 성곽길에서 서대문안산과 인왕산과 북악산을 바라보다. 리넨,아크릴릭. 300x80.3cm. 2016  이씨산수 10-19.  서울 흥인지문일대를 바라보다. 리넨,아크릴릭. 162x97cm. 2016  이씨산수 10-20.  서울 광화문과 정부종합청사를 바라보다. 리넨,아크릴릭. 162x97cm. 2016  이씨산수 10-23.  한강변에서 한강철교방향을 바라보다. 리넨,아크릴릭. 153x80.3cm. 2016  이씨산수 10-28.  경복궁에서 인왕산을 바라보다. 리넨,아크릴릭.162x97cm. 2016  이씨산수 10-29.  경복궁에서 북악산을 바라보다. 리넨,아크릴릭.162x97cm. 2016  이씨산수 10-30.  서대문 안산에서 인왕산 서쪽방향을 바라보다. 리넨,아크릴릭. 162x97cm. 2016
",2017-03-01 ~ 2017-03-07,
392,2017 제9회 예술의전당 작가스튜디오展,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2020/11/f0a85df8075752f74492031ba45df352.jpg,"


[관람시간]11:00~20:00  [기획의도 및 전시내용] 한국에서 태어나 미국에서 자란 David Byun은 국제적으로 활발하게 활동 중인 사진가이자 미디어아티스트이다. 그는 한국의 문화에 대한 영향력과 잠재력에 대한 확고한 믿음을 가지고 한국의 젊은 예술가들을 촬영하고 있다.  <한국을 이끌어 갈 예술인 52> 프로젝트는 David Byun이 만난 한국의 젊은 예술가들의 현재 모습을 기록했고, 그 모습을 미디어아트로 재해석했다. 2016년에 열렸던 <한국을 이끌어 갈 예술인 52> 전시회는 뉴욕과 서울에서 2차례 열렸다. 2017년 2회를 맞아 더욱 풍부한 영상콘텐츠와 미디어아트, 사진, 설치 등 다양한 컨텐츠를 만날 수 있을 것이다. 
[작가소개] David Byun은 frankfurt balking, sigle &gale, Euro RSCG 등의 new york의 광고회사들에서 10 년 이상 creative director 로 경력을 쌓은 후, fashion photographer 로 활동하기 시작했다. 10 년 동안 8 개국( singapore, swiss, russia, germany, italy, spain, korea, USA)에 있는 agency 에 소속되었고, 19 개국에서 발간되는 63개의 잡지와 일을 하며 134 개의 커버를 촬영하는 등 국제적인 활동을 하며 그 능력을 인정받았다.David Byun은 saks fifth ave. , neiman marcus, Nikon, boodles, avon, coca cola company, target, temptu, Anthony nak, lexus, AXE, uni-lever 와 같은 국제적인 clients와 프로젝트를 진행했고, 현재는 중국과 한국 포함한 아시아시장에서도 활발히 일하고 있다. 
[주요작품]              
",2017-03-09 ~ 2017-03-22,
393,2016 예술의전당 미술영재 아카데미 작품평가전,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2020/11/7b8fefbec12f6b5d81d3f18abf16ccf0.jpg,"


 
작가스튜디오는 작가데뷔를 꿈꾸는 분을 위한 예술의전당 미술실기 아카데미만의 과정으로서 1년의 과정 후 작가선발 심사를 통해 예술의전당 전시 기회를 갖게 됩니다. 올해로 9회 를 맞이하는 작가스튜디오 展 에서는 배수경작가와 이영숙작가를 소개합니다. * 오픈일시: 2016.3.9(금) 3:00PM

",2017-03-25 ~ 2017-04-01,
394,전통도예 47주년 기념전 <서광윤 展>,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2020/11/0c90bd4eac0576adb15d79fb1dba5c48.jpg,"



",2017-04-02 ~ 2017-04-11,
395,제12회 소목장 박명배와 그의 제자전,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2020/11/d9b4628c785c93aac27ff299730b7fdf.jpg,"



[관람시간]오전 11시 ~ 오후 8시 ※ 4/21(금) 오후 5시까지 관람가능※ 단, 전시기간 중 금,토요일은 저녁 9시까지 관람가능합니다. (4/14, 4,15)  
[기획의도] 네 번째 전시.  하나의 사조로 묶여서 작품 활동을 유지하는 단체는 흔치 않다. CONTEMPORARY 10은 오랜 세월 회화의 강박관념에서 벗어나고 싶은 화가들이 모인 단체이다. 2010년 고 강성원 작가의 제안과 지도로 신표현주의를 표방하면서 첫 전시를 시작했다. 한국에서는 다소 낯선 화풍이었지만 신선한 충격과 그 매력은 많은 사람을 즐겁게 해주었다. CONTEMPORARY 10이라고 단체명을 작명하시고는 스스로 기뻐하시던 강성원 선생님의 모습이 생생하다. 첫 전시는 희망을 낳았다. 봉천동 작업실은 ‘무엇을 어떻게 그리는가’의 갈증에 시달리던 사람들로 북적거리기 시작했다. 드디어 해법을 얻었고 나눔의 장을 계획했다. 그러나, 네 번째 대규모 전시를 꿈꿀 즈음 슬픈 소식에 맞닥뜨렸다.
2015년 강성원 선생님의 귀천으로 충격과 실의에 빠졌던 회원들이 이제야 정신을 차렸다. 그림쟁이의 정신을 되찾기로 했다. 어쩌면 한때의 화풍으로만 남을 수도 있지만 그것은 중요하지 않다. 사랑하는 사람들, 사랑하는 그림들을 곁에 두고 싶은 욕망의 실현으로 전시를 준비하기로 했다. 
곽수옥, 권정숙, 김경미, 문희자, 배수경, 임재은, 장효임, 정덕자의 8명이 참가한다. 그림에 대한 고민과 애정을 안고 각각의 개성을 살리려 애쓰면서 네 번째 전시를 시작한다. 다섯 번째 전시를 약속하면서.아주 아주 대규모로! 이번 전시가 회원 모두에게 도약의 기회가 되기를 기대한다.  [작가소개] 작가 곽수옥
작가노트
 
일상생활 속에서 소소하게일어나는 이야기들··· 꿈속에서,공원에서, 숲 속에서, 식탁에서일어나는 일들을 손끝에서피어 나는 붓으로 면과 공간과색으로 올려놓아 보았다.부디 관람객들과 작품을 통하여소통할 수 있기를 소망한다. 곽수옥, 꿈 72.7x50.0cm Acrylic on canvas 2017   작가 권정숙작가노트   향 연탄생과 죽음 그 사이에서 일어난아름다운 삶의 모습들을존경하고사랑합니다.     작가 김경미-평론- 
작가는 시간과 공간에 있어서 현실이라는 이곳으로부터 그 한계 너머의 저곳을 바라 볼 수 있는 풍경을 그려낸다. 그가 그려낸 풍경은 매우 비현실적으로 보이는 공간들이다. 그러나 비현실적으로 보이는 그곳을 바라보기 시작할 때 그곳을 꿈 꿀 수 있고 도약할 수 있는 계기를 만들 수 있다는 믿음을 가지고 있는 것처럼 보인다. 이는 그가 경험하고 있는 현실도 그가 과거에 꿈 꿀 수 있었기 때문에 다가온 것임을 경험으로부터 알고 있기 때문일 것이다. 작가는 그러한 비전을 물고기로 치환된 인간의 모습을 통해 보여주고 있으며 또 다시 자신의 회화를 통해 그러한 꿈을 꾸고자 하고 있다.<  사이미술연구소 이승훈 > 글 중에서 이루어질 꿈 112.1x162.2cm Acrylic on canvas 2016   작가 문희자작가노트 여럿으로 변신한 하나인 나
별똥이 된 내가 지상으로 내려와서몸을 담을 집을 찾는다.영원히 살 집을...내 몸에 딱맞는 집을 찾아헤매는 나날이 일상일 수는 없다...덧없는 일상보다 한 순간이라도어떤 깊은 느낌의 늪에 빠지는 비일상은 없는가.
질식하지 않을 수 있는,단 한 순간이라도 숨 쉴 수 있게 하는공간은 이 지상의 어디에 있는가.나는 지금도 그 집을 찾아 헤맨다.
    작가  배수경 -평론-감각의 정원에 초대된 의자들배수경의 그림은 환희로 가득 채워져 있다선과 색채에 대한 즐거운 탐구의 결실이다그림을 대하는 태도와 그리기 행위가 작가에게 환희와 기쁨인 것이다작업에 몰입하는 순간에 구가하는 것이 환희와 기쁨이라면 거기에는 소통의 메커니즘이 작동한다 정원에 핀 꽃이 이름을 불러주었을 때비로소 의미로 다가오듯의자들은 작가가 실행하는 조형방식을 통해새로운 환희의 기호가 되는 것이다 - 김영호 (미술평론가) 서문 중에서 로쿰가게 53.0x45.5cm Acrylic on canvas 2017    작가 임재은작가노트 다양한 인물, 동물, 못, 실 등을통해 각각의 기능을 타파하고과거의 경험이나 미래의 예감을 현재의감동으로 ‘서술 기능’을 갖추어 표현한다.나의 삶과 정서에 기반해 엉떵한 재미를느끼게 함이 이 전시의 기쁨이다.사물 소재를 갤러리 안을 통해 소통하려 한다.  임재은, 실로 못나다 116.8×91.0 acrylic on canvas, 2017   작가 정덕자작가노트 현재를 살아가고 있는 현대인들은 행복한가?과학의 발달이 우주를 정복하고 복제된 짐승이 생기고 영화에서나 나올법한 가상현실이 정말 현실로 다가오고 있는데 그림을 그리는 내 예술 행위는 가치 있는 일 일까?그럼에도 불구하고 나는 그릴 수 밖에 없다. 인간은 감정의 동물이기 때문이다.사랑, 증오, 공포, 두려움, 아름다움... 등등이 모든 감정들은 인간만이 표현할 수 있는 고유의 영역이기 때문일 것이다. -평론-정덕자 작가는여전히 탄탄한 기본기를 토대로표현주의적 작품들을 이어가고 있습니다. 평면 자체를 녹이는 듯한 폭발적인 다이나즘이내적인 농축감의 세계를 활짝 열어 놓은 채보다 조화롭고 밀도 있는 깊이로 접근하고 있습니다. 최고의 작업이 갖는 또 다른 특징 중 하나를든다면 표면에 두터운 마티에르를 깔아에네르기의 용축적 이미지를더 해주고 있다는 점입니다. 작가. 강성원 정덕자, 격정 116.8×91.0 acrylic on canvas, 2017 
 
",2017-04-23 ~ 2017-05-01,
396,디자인아트페어2017,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2020/11/9576cc59f51a6fc097eb9b8ca050399e.jpg,"



[관람시간]오전 11시 - 오후 8시 ※ 정기휴관 4/24(월)  ※ 본 전시는 사진촬영이 불가합니다.     [문화가 있는 날]    - 매월 마지막 수요일은 문화가 있는 날! (4월26일)    - 야간연장개관 : 오전 11시 ~ 오후 9시         [대표작가]     소목장 박명배중요무형문화재 55호소목장보유자한국전통공예건축학교소목반지도    [참여작가]  박명배, 박옥병, 박현원, 고미영, 최승학권원섭, 김명진, 김영철, 김부식, 김종원김창래, 김중태, 김재정, 김위한, 김혜령소순재, 남궁호, 김주현, 김동규, 김미성서승진, 노원옥, 신동숙, 권지홍, 박종서이광조, 박용훈, 오정은, 이진규, 윤경옥오문탁, 정영숙, 장영우, 정세웅, 정순이최재웅, 최승우, 최병기, 진호연, 추효경최순복, 최문규, 조성호    목야회1994년부터 현재까지 한국공예건축학교(KOUS) 소목반을 통해 배출된 소목장 박명배의 제자들의 모임이며 대다수 회원이 전승공예대전을 통해 작가로 등단하고 있다.      [전시의도] 중요무형문화재 제55호 소목장 박명배를 사사한 목야회원들이 서양의 프렌치, 빈티지 스타일은 잘 알고 소장도 하지만 정작 우리전통 사랑방, 안방, 주방가구에 대해서는 잘 알지 못하는 이들에게 단순, 절제, 비례미가 녹아든 우리가구가 일체화된 아파트 가구 사이에서 얼마나 더 아름답고 멋스럽게, 미니멀한 현대적인 감각이 돋보이는지를 알리고, 제작 당사자인 목야회원들이 전통계승이라는 의무감을 뛰어넘어 우리나라에서 자생하는 나무가 갖고있는 고유색상, 질감, 나무결들을 다양한 전통기법을 사용하여 울거미를 만들고 엮어, 곡선표현이 많은 유럽 전통가구에 비해 인간의 선 이라고 하는 직선이 어떻게 그 뿌리깊은 아름다움에 눈을 맞출수 있는지를 보여주고자 합니다.   [전시내용] 중요무형문화재 55호 소목장 박명배와 그 제자인 목야회원들이 이번 전시회를 위해 특별 제작한 작품중에 엄선하여 총 40작품 이상을 사랑방가구(사방탁자, 삼층탁자, 서안, 장문갑, 이층책장, 삼층책장, 안고지기책장, 공간책장, 사층책장, 지장)등18점, 안방가구(머릿장, 삼층장, 버선장, 이층농, 삼층농, 반닫이장, 강화반닫이, 밀양반닫이, 나주반닫이)등 15점, 부엌가구(찬탁, 뒤주, 제주도찬탁, 뒤주장) 4점, 기타가구(고비,필격,나주반,화형반,원반,호족반,구족반)등 7점 이상으로 구성하여 한자리에서보기 힘들었던 다양한 조선조 전통가구들을 일목요연하게 관람 할 수 있도록 전시를 하고자 합니다.      머릿장 / 615*400*594 / 느티, 느티용목, 황동장석, 유칠 / 박명배 / 2017  이층농 / 830*400*1,220 / 오동나무, 나전문판, 황동장석, 옻칠 / 박옥병 / 2017  오동반닫이 / 1,440*400*480 / 오동나무, 황동장석, 유칠 / 박현원 / 2017


",2017-05-05 ~ 2017-05-14,
397,2017 한국을 대표하는 패션일러스트레이터 특별초대전,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2020/11/1402cecf02ec377cdbba78e06520d7f6.jpg,"


[관람시간]오전 11시 - 오후 8시 (입장마감 : 오후 7시)  

",2017-05-17 ~ 2017-05-25,
398,김명규 개인전_시간과 공간 사이의 미완체,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2020/11/16cac30a36e9cc80b21a5255ec68cdc5.jpg,"



         [관람시간]오전 11시 - 오후 8시 ※ 5.25(목) 오후 3시까지 관람가능                                              [전시내용]               패션일러스트레이션은 이미지의 시각적 표현으로, 패션 메시지 전달을 포함해서 다양한 표현방법에 의해 조형성과 창의적 예술성을 표현하는 것입니다.                다양한 소재와 잉크나 펜, 파스텔, 유화 등을 사용한 핸드 드로잉 방법뿐만 아니라 사진이나 컴퓨터를 통한 기하학적 표현, 입체적이고 부조적인 조형적 표현 방법에 이르기까지 다양한 표현매체를 사용한 창의적인 작품들이 전시될 것입니다. 의복의 실루엣이나 디테일의 과감한 생략과 변형, 인체의 왜곡이나 디자인 요소의 과장 등을 통하여 관객의 상상력을 극대화시키면서 동시에 일상에서 친숙한 패션의 이미지를 전달하는 작품들입니다.  본 전시에 출품되는 패션일러스트레이션 작품들을 통해 동시대 패션문화의 다양성과 깊이를 가늠해볼 수 있으며, 대중의 환상을 자극하여 패션에 대한 감각과 예술적 가치를 높일 수 있는 뜻 깊은 기회가 될 것입니다.                                                         [참여작가]                                        40여명 이상                                                                [작품수]                패션일러스트레이션 50점 내외                                           
                    [대표작품]                             
양은경_Structural Promenade du Mai_420x594mm_Digital medias_2017                         이미정_Collage_40x30cm_mixed media_2017                         최경희_Mourning_60x70cm_computer graphic_2017                         박정수_basenote_각 297x420mm_watercolor_2017                         연문희_Spectrum Series_36x51cm_water color_2017                         이지현_Divergence_50x60cm_computer graphic_2017                                                                                     
",2017-05-31 ~ 2017-06-16,
399,X-Ray Man 닉 베세이展,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2020/11/33229b8cff48c8f019f7e7dac8bb2bcd.jpg,"


 
          < 김명규 개인전 >시간과 공간 사이의 미완체                    
[관람시간]오전 11시 - 오후 8시 ※ 정기휴관 5/29(월)                [도슨트 운영]※정규도슨트 진행합니다.                        [전시개요]    김명규 작가는 [시간과 공간 사이의 미완체]를 주제로 14번째의 개인전을 선보인다. 5월 31일부터 6월 16일까지 ‘예술의전당 제7전시실’에서 2017년 신작 페인팅, Video Clip, ARTBOOK, 판화 10점(50edition)등 다양한 방식으로 김명규 작가의 작품을 조명한다. 또한, 5월 31일은 [ARTWIDE - 미래의 문화유산으로 남을 동시대미술]를 주제로 부대행사가 진행된다. 특별히 고충환, 홍경한 미술평론와 김명규 작가를 패널로 초대하여 동시대미술의 흐름에 대하여 보다 심도 있게 알아볼 수 있는 기회의 장이 될 것이다.          [작가소개]김명규 작가는 1970년 한국에서 출생했다. 홍익대학교에서 동양화를 전공하고 13년간 프랑스 파리 8대학에서 조형예술학을 전공했다. 지금까지 14번의 개인전을 선보였으며, 다양한 단체전에 참여했다. 유학 시기는 작가에게 서양예술의 표현하는 힘과 동양의 공사상을 자연스럽게 접목시키는 중요한 기간이었다. 특히 민생고 해결을 위해 파리의 에펠탑 앞에서 초상화가로 생활하면서 획득할 수 있었던 대중적 관점과 미술사적 관점 사이의 차이는 그에게 지대한 영향을 미쳤다. 파리 제8대학에서 ‘양극의 경계가 주는 혁신의 가능성’으로 석사학위를 받았고, 같은 대학에서 회화과 박사과정을 수료했다. 그는 귀국하여 현재까지 매해마다 신작을 발표하고 있다. 그의 작업에 대한 에너지는 다양한 수상경력을 통해서도 입증되었는데 2003년 파리에서 평론가 추천 ‘Face a l`Art’ 작가상을 수상했고, 프랑스 ‘Salon de Montrouge’ 몽후쥬 상은 2000, 2001년 연속 수상하는 성과를 거두었다.          [작품수]평면회화 30점                        [세미나] 행사명 : ARTWIDE- 미래의 문화유산으로 남을 동시대미술세미나 일정 : 2017년 05월 31일(수) 15:00~17:00 장소: 예술의전당 오페라하우스4층 컨퍼런스홀     입장료: 5,000원                      [대표작품]              

    
",2017-06-22 ~ 2017-08-27,
400,Another Stories,https://www.sac.or.kr//design/common/images/asset/noImage300x300.png,"
",2017-08-31 ~ 2017-09-07,
401,조선목가구 재현과 재창조전,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2020/11/e44bb9ac56871f732be97d796660c89a.jpg,"


[관람시간]          오전 11시 - 오후 8시 (입장마감 오후 7시)         
                 [기획의도] NEO DOT 회는 주제, 재료, 기법 등 모든 형식을 탈피하여 자유로운 표현을 추구하는 그룹이다. 오랫동안 작품 활동을 하면서 각자가 다져온 작품세계를 함께 공유하며, 다양한 작품들을 모아 서로 성장 발전하는 기회를 마련하고자 2회째 단체전을 기획한다. 특히 올해는 개인 부스전으로 준비하면서  Another Stories 주제로 작가개인의 작품세계에 대해 깊이 있는 이야기들을 들려주고자 한다.      [대표작품]
     권정아, 보이지 않는 그림자들  109x237cm  charcoal on paper  2017 어떤 한 공간은 지금으로 수렴되는 과거의 시간들의 집합체로 빛, 소리, 언어, 정신, 입자, 행위들의 자취 즉 시간흔적이 쌓여있다.어떤 한 공간은 시간이 새겨놓은 욕망, 권태, 애정, 불안, 긴장들로 가득하다.그런 시간들이 공간위에 겹쳐지고 흩어지고 또 겹쳐져 현재를 넘어서는 탈 시간적 모습을 드러난다. 즉 시간의 역사성은 소멸되고 비 동시적인 시간성을 한 공간 안에 드러냄으로서 시간이 존재하지 않는 무 시간성을 보여준다.            
김현중, La Vida  145.5x112.1cm  Acrylic on Canvas  2017  드릅나무 새순을 보며 힘찬 생명력을 느꼈습니다. 아차하면 꺾일 줄 모르지만 그 자태만은 큰 나무의 위세에 뒤지지 않습니다.박승순, 이미지 - I   90.9×72.7cm  Acrylic on canvas  2017 내게 삶이란 존재가치에 대한 끝없는질문일뿐이다           송민자, Code NO.001-A   60.6×60.6cm  Acrylic on canvas  2017 우리 앞에 놓여진  명확하고 명징한 논거들이 이중적이거나 복수적 의미를 갖게 되며 이를 추적해보고 또 다른  불확실의 영역이 함께 존재 한다는 것들을 고민하며 작품 속에 담아 보고자 하였다.    이경희, Do you?  84×151cm  Acrylic on canvas  2017 어느 날 우연히 들른 꽃시장에서뿌리를 다 드러내고 매달려 있는 란(蘭)이내 눈길을 끈다. 마치 자신감 넘치는 젊은 여인을 보는 듯...... 시간이 흐르면꽃은 시들어 지고,뿌리도 메말라가고, 결국생명의 말미로서서히 다가가겠지?    이수연, Play  116.8×91cm  Acrylic on canvas  2017 무상, 무념 속의 자유로움을 향한 나의 유희, 놀이,…… play 내 자신이 가진 모든 개념과 고정관념에 대한 반항적…. play나의 이성과 나의 감성의 규칙이 없는 이상한 놀이….. play    이영숙, relation17-1,  90.9×65.1cm  acrylic on canvas  2017 우리는 살아 가면서 가족 뿐만 아니라 많은 사람들과 관계를 맺으며 살고 있다. 누구에게는 팔이 되기도하고 누구에게는 등이 되기도 하는, 살면서 사람들과 맺어 가는 관계를 인체 추상의 형태로 표현헤 본 작품이다.     이용경, 휴 (休, rest)-04  390×540cm  2017 천천히 걷다보면 어느 새 나무와 함께 하고 있음에 미소 짓고, 따뜻한 자연의 품에서 살아나고 있는 또 다른 나를 발견한다. 그런 의미에서 내게 있어서 자연과 그림은 동격이다.  삶의 다양한 감정과 경험들을 간결한 언어로 이야기를 전하듯 단순한 형상과 조화로운 색으로 편안하고 즐거운 산책을 한다.    주요식, 어제밤 꿈에  116.5×90cm  Acrylic on Canvas  2017                  
",2017-09-10 ~ 2017-09-18,
402,어울림의 공간-제주환상展-,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2020/11/349d4c4e45aa8da448e404930b1d94bd.jpg,"


[관람시간]  오전 11시 - 오후 8시 (입장마감 오후 7시)     ※ 9월 18일(월)은 낮 12시까지 관람 가능합니다.    
     
[기획의도]조선목가구의 아름다움과 제작기법의 우수성을 알리고 상업적으로도 가능성을 살펴보고자 합니다.            [전시내용]미술사에서 `재현을 전통목가구에 대입하면 박불관이나개인 수집가가 소장하고있는 원전(古董)을 새부재로 다시 만드는 작업입니다. 이즈음 미술사학계 특히 공예부문에서 쓰이고 있는 재창조란 몇세기전에 만들어진 조형물(가구, 공예품등)의 규모나 디자인을 현대공간과 쓰임에 맞게 리디자인(Redesign)한 제작방법을 의미한다고 봅니다. 까다롭게보면 이렇게 구분되지만 근래 재현되고 있는 전통목가구의 현장에서는 재현도, 재창조도,굳이 구별할필요도, 구별하는이들도 없이 사용되고 있습니다. 전통목가구의 수요는 늘어나고 있으나 수효는 거의 끝나가고 있다고 보여지는 (KBS의 `진품명품`에서도 목물(木物)이 출연하는 경우란 1년에 몇작품에 그치는) 현실을 볼때 원전의 재현과 전통방식에 바탕을 둔 재창조가 절실하고 시급하다고 봅니다. 예를들면 `야나기 무네요시`가 수집해간 여러점의목공예품중 현재 우리나라에서는 그 모습을 찾아볼수없는 4층책장느 다행히 소장자인 민예관에서 공개해주고 우리측에 보수를 부탁하는등 협조가 잘되어재현에 좋은 기회를 제공해주고 있습니다. 이 기회를 빌어 국내에 있는 문화재는 물론 해외 문화재들도 재현할수 있는 기회를 갖게되기를 희망해봅니다. 조선목가구는 비레와 균형이 음전한 미니멀한 겉모양과 이음과 짜임이 정밀하게 짜맞춰져 있는 속결구의 내밀한 당김에 의해 못하나 쓰지않는 제작방법으로 백년 이백년이 지난 오늘까지 우리앞에 남아 있는 공예품입니다. 헤프게 복제라고 일축해 버릴수 없는 `재현`이 오로지 구원이 되는 까닭이며 전통목가구 제작에 매달리고 있는 우리의 푯대입니다.            [참여작가]   김기식, 권묘숙, 김동구, 김재경, 김재선, 노원옥, 박선욱, 박성순, 봉공진, 우동효, 이강성, 유진경, 이혜윤님, 이현지, 이승엽, 이진희, 이도원, 이진원, 정영숙, 장남근, 전도영, 최우근, 홍명숙, 함명주          
          [대표작품] 
   
함명주-이층책장                전도영-찬탁                박선욱-이층농                김재경-삼층장              봉공진-원앙반닫이              홍명숙-제주찬장                   김동구-123문갑                  박성순-강화반닫이              유진경-제주곡궤                김재선-사층찬장      
",2017-09-20 ~ 2017-09-29,
