,exhibition_name,poster_link,exhibition_description,exhibition_period,exhibition_place
29,움직임을 만드는 움직임,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=38455&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


국립현대미술관 서울에서 개최되는 <움직임을 만드는 움직임> 은 20세기 초반 애니메이션 고전 작품과 제작기법을 함께 살펴보며 오늘날 중요한 영상예술로 자리잡은 애니메이션의 역사와 맥락을 조명하는 전시다. 전시에서는 1920-40년대 애니메이션 제작기법을 선도한 작가 5인의 대표 영화작품과 그들의 제작기법이 소개된다. *전시 정보 및 사진 제공 : 국립현대미술관 ",2021.04.23 ~ 2021.09.26,03062  서울 종로구 삼청로 30 (소격동)  서울 7전시실 및 미디어랩
30,MMCA 이건희컬렉션 특별전: 한국미술명작,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=38454&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


  <MMCA 이건희 특별전: 한국미술명작> 이 국립현대미술관 서울관에서 개최한다. 故 이건희 회장 기증의 한국 근. 현대미술 대표작들을 처음 공개하는 전시로, 수준 높은 예술작품을 국민과 함께 향유하고자 한 기증자의 뜻을 기리고자 마련되었다고 한다. 이번 전시에서는 한국인이 사랑하는 작가 34명의 주요 작품 58점을 먼저 선보인다. 1920년대부터 1970년대까지 제작된 작품들을 주축으로 크게 세 개의 주제로 나누어진다.    유해진의 전시해설 오디오가이드는 국립현대미술관 모바일 앱(App)을 통해 들을 수 있으며, 전시실 입구에서 오디오가이드 기기 대여도 가능하다.   *전시 정보 및 사진 제공 :    국립현대미술관        ",2021.07.21 ~ 2022.04.13,03062  서울 종로구 삼청로 30 (소격동)  국립현대미술관 [서울]  1전시실
31,무민 오리지널: 무민 75주년 특별 원화전,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=38443&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


전 세계인이 사랑하는 '무민'을 한국에서 만나보자! 무민 탄생 75주년 기념 특별 전시 원화, 삽화 작품 총 250여 점이 있는 국내 최대 규모 전시회이다. 복합문화공간 '그라운드시소 성수' 에서 개관전을 만나 볼 수 있다.",2020.11.13 ~ 2021.11.14,"04799  서울 성동구 아차산로17길 49 (성수동2가, 생각공장데시앙플렉스)  그라운드시소 성수"
32,제인 진 카이젠: 이별의 공동체,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=38441&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


<이별의 공동체>는 역사, 기억, 번역과 이주를 주제로 한국과 덴마크를 오가며 작업하는 작가 제인 진 카이젠의 개인전이다. 전시에는 3채널 영상 설치 ‹이별의 공동체›(2019), 여섯 점의 라이트 박스 설치 ‹달의 당김›(2020) 그리고 2채널 영상 설치 ‹땋기와 고치기›(2020) 세 개의 최근 작업들이 소개된다. 모두 작가의 고향인 제주의 자연과 다년간의 제주 샤머니즘에 대한 연구를 기반으로 하고, 억압받거나 소외된 공동체의 목소리 및 그들에 관련된 역사적 사건들의 이미지와 자료를 병치하여 사건에 대한 다각적인 시점과 복수의 말하기라는 미학적 형식을 탐구한다.",2021.07.29 ~ 2021.09.26,03061  서울 종로구 율곡로3길 82 (화동)
33,불가리 컬러 전시회(BVLGARI COLORS),https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=38435&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


주얼리와 예술을 넘나드는 여정, 컬러의 대가 불가리의 끊임없는 열정과 창의성을 느낄 수 있는 세계 최초 한국에서 개최되는 불가리 컬러 전시회를 만나보자. 190여 점의 불가리 헤리티지 주얼리를 한곳에 볼 수 있는 특별한 기회를 가질 수 있으며 [컬러]라는 테마로 7인의 한국 아티스트 현대 미술 작품 전시를 만나 볼 수 있다.",2021.07.20 ~ 2021.09.15,"06757  서울 서초구 남부순환로 2406 (서초동, 예술의전당)"
34,"화신백화점, 사라진 종로의 랜드마크",https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=38202&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


공평도시유적전시관의 바로 앞에는 종로타워가 서 있다. 이곳은 조선시대 육의전 중 으뜸이었던 선전縇廛이 있었으며, 반세기를 넘게 종로의 랜드마크로 자리매김했던 화신백화점이 있던 자리이다. 화신을 기억하지 못하는 요즘 사람들에게 종로타워 역시 종로의 랜드마크다. 육의전의 선전, 화신, 종로타워. 이 모두는 한양의, 경성의, 서울의 '상업 중심'이라는 상징성을 갖고 있다. 이렇듯 건물은 사라졌지만, 장소가 가지고 있는 힘은 여전히 계속되고 있다. 이번 전시는 화신의 역사를 되돌아 보고 그와 관련된 사람들의 기억을 함께 소개한다.",2021.07.23 ~ 2022.03.20,03161  서울 종로구 우정국로 26 (공평동)  센트로폴리스 지하 1층
35,블루룸 (BLUE ROOM),https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=38110&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


푸른빛과 함께 열리는 새로운 시공간 거대한 도시 속 어두운 콘크리트 공간은 강렬한 푸른빛의 세계로 새롭게 탄생한다. 꽃 피는 몽환적인 파티클, 아이 눈에 비친 거대 장승의 춤사위, 새로운 시각에서 바라본 숲과 하늘 그리고 우주는 삶의 무료함에 지친 나를 돌아보게 하고 더 나은 일상을 선사한다.",2021.06.04 ~ 2021.11.28,"04533  서울 중구 남대문로 73 (남대문로2가, AVENUEL)  그라운드시소 명동 9층"
36,요시고 사진전: 따뜻한 휴일의 기록,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=38107&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


그라운드시소 서촌에서 개최되는 포토그래퍼 요시고의 국내 첫 개인전이다. 푸른 지중해를 둘러싼 유럽의 휴양지부터 마이애미, 두바이, 부다페스트 등 세계 여러 여행지를 기록한 350여 점의 사진들을 건축, 다큐멘터리, 풍경 세 가지 섹션으로 구분하여 선보인다. 사진이 품고 있는 따뜻한 온도를 느끼며 팬데믹이 가져다준 피로와 갈증을 해소하고, 또 다른 내일을 향한 기대와 안정이 쌓이는 시간을 가져보자.",2021.06.23 ~ 2022.04.03,03044  서울 종로구 자하문로6길 18-8 (통의동)  그라운드시소 서촌
37,손끝으로 이어가는 서울의 공예,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=38094&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


조선시대 법전인 <경국대전(經國大典)>에 따르면, 서울(한양)에서는 왕실과 국가에 필요한 최고의 물품을 생산하던 장인인 '경공장'이 활동했다. 일제강점기와 산업화를 거치며 장인들이 설 자리가 크게 줄어들었으나, 현재 서울에는 최고의 물품을 만들어냈던 경공장들의 솜씨를 손끝으로 이어가는 장인들이 있다. 전통 기술을 이어받아 그 솜씨를 펼치고 후세에 전하기 위해 평생을 헌신한 서울무형문화재 보유자 중 25명의 장인과 작품 이야기를 담은 전시다.",2021.07.16 ~ 2021.11.21,"03061  서울 종로구 율곡로3길 4 (안국동, 서울공예박물관)  전시 2동 1층"
38,"공예, 시간과 경계를 넘다",https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=38093&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


공예는 시대의 요구에 따라 다채롭게 변화해 왔다. 이 전시는 광복 이후 현재에 이르기까지 활동해 온 공예가와 그들의 작품, 공예 관련 기사와 다양한 자료 등을 수집하고 엮은 것을 토대로 구성되었다. 공예의 명맥이 이어져 온 시간의 축과 범주의 경계를 따라가면서 ‘전통을 새롭게 보다’, ‘기능에서 조형으로 움직이다’, ‘일상에 의미를 더하다’, ‘기술과 재료에 도전하다’라는 4가지 관점에서 현대 공예의 다양한 면모를 볼 수 있기를 바란다.",2021.07.16 ~ 2021.10.24,"03061  서울 종로구 율곡로3길 4 (안국동, 서울공예박물관)  전시 1동 3층"
39,정상화,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=38074&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


국립현대미술관에서 열리는 '정상화'는 정상화 작가의 대표작을 볼 수 있는 회고전이다. 정상화는 우리나라의 단색조 추상 화가로 잘 알려져 있으며 이 전시에서는 그의 작업세계를 한눈에 감상할 수 있다. 전시공간은 '추상 실험', '단색조 추상으로의 전환', '격자화의 완성', '모노크롬을 넘어서' 등 4개의 주 섹션과 '종이와 프로타주' 그리고 작가의 작업세계를 보여주는 다양한 영상 자료와, 기록물, 작업을 했던 아카이브 공간으로 구성되어 있다고 한다.",2021.05.22 ~ 2021.09.26,"03062  서울 종로구 삼청로 30 (소격동)  국립현대미술관 서울 3,4 전시실"
40,호민과 재환,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=38071&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


'호민과 재환'은 한국 현대사의 주요 이슈들을 유머러스하면서도 날카로운 시선으로 조망해 온 작가 주재환과, 한국 신화를 기반으로 삶과 죽음의 경계를 해석한 웹툰으로 널리 알려진 작가 주호민 부자의 2인전이다. 이번 전시는 서로 다른 영역에서 활동 중인 두 작가의 작품세계가 교차하는 방식을 통해 이들이 공유하는 타고난 ‘이야기꾼’, 즉 ‘스토리텔러’로서의 면모가 세대를 거쳐 어떻게 진화하고 다르게 발현되는지를 살펴본다. 이 전시는 아버지와 아들, 미술과 웹툰 이라는 각기 다른 입장과 장르에 속한 화자들이 미술관이라는 한 공간에서 작품을 통해 이야기를 나누는 과정이며, 이를 통해 관객은 전혀 새로운 관점에서 두 작가를 바라보고 이들 주변과의 관계성까지 이해할 수 있다. ",2021.05.18 ~ 2021.08.01,"04515  서울 중구 덕수궁길 61 (서소문동, 서울시립미술관)"
41,서울로 수생식물원,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=38069&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


물 위에 서식하는 수생식물들이 서울로 7017 상부 수련 트리팟에 전시된다. 수련, 물배추, 어리연꽃, 물무궁화, 워터코인, 빅토리아 수련 등 평소에 접하기 어려운 다채로운 식물들을 만날 수 있는 이색적인 전시로 수생식물과 어우러진 오리, 개구리 조형물이 재미를 더한다.",2021.05.05 ~ 2021.10.22,"04509  서울 중구 청파로 432 (봉래동2가, 코레일서울본부)  서울로7017 수련 트리팟"
42,마주보기,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=38067&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


'마주보기'는 다양한 작가들의 실내전시와 함께 트리팟을 캔버스로 활용한 실외전시로 구성된다. 고양이와 식물 주제로 열리는 <마르스 x 쪼야 2인전> 전시회가 열린바 있으며, '김혜란<서울로 사람들>'(~2021.07.24) 전시는 서울로 7017을 오가는 사람들을 주제로 하는 드로잉 작품을 선보인다. 또한 전시작가 및 공모를 통해 선정된 작가들이 서울로의 야외 트리팟을 캔버스 삼아 드로잉한 전시도 감상할 수 있다.",2021.06.22 ~ 2021.07.31,"04509  서울 중구 청파로 432 (봉래동2가, 코레일서울본부)  장미홍보관(실내) 및 벚나무 트리팟 구간(야외)"
43,"안녕, 모란",https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=38051&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


문화재청 국립고궁박물관은 7월 7일부터 10월 31일까지 모란꽃을 매개로 조선왕실 문화를 살펴보는 특별전 「안녕安寧, 모란」을 개최한다. 이번 전시에는 모란도 병풍을 비롯하여 궁궐의 그릇, 가구, 의복 등 각종 생활용품과 의례용품에 즐겨 장식되던 모란꽃을 담은 여러 유물 120여점이 대거 공개되며, 모란이 수놓인 창덕궁 왕실혼례복이 처음 공개된다. 특히, 창덕궁 낙선재에서 포집한 모란향으로 제작한 꽃향기가 전시공간에 퍼지도록 하고, 빗소리와 새 소리 등 정원에서 들을 수 있는 생생한 자연의 소리를 들을 수 있도록 구성해 한결 생생한 감상의 공간이 되도록 꾸몄다.",2021.07.07 ~ 2021.10.31,"03045  서울 종로구 효자로 12 (세종로, 국립고궁박물관)  2층 기획전시실"
44,유연한 상상,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=38050&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


신한갤러리에서 열리는 ‘유연한 상상’ 전시에서는 현실과 상상을 넘나드는 일상생활을 표현한 한승민, 홍석민 작가의 독창적인 작품들을 볼 수 있다. 한승민 작가의 작품은 일상의 경험을 조화로운 색으로 표현하여 다채로운 색깔이 담긴 작품 속에서 그가 표현하고자 하는 이야기들을 만나 볼 수 있다. 홍석민 작가의 작품은 아트 토이와 디지털 프린트로 이루어져 이 작품들을 통해 자신이 생각하는 유연한 세계를 표현한다. 누구나 자유롭게 상상이 가능한 공간에서 전시를 즐겨보자.※ 전시 기간 9월 30일까지 연장",2021.06.25 ~ 2021.09.30,"06225  서울 강남구 역삼로 251 (역삼동, 신한아트홀)"
45,솔리드 시티,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=38047&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


세화미술관은 2021년 4월 21일부터 8월 31일까지 《Solid City 솔리드 시티-#도시#사람#공간》 전을 개최한다. 세 번째 도시 주제 기획전인 이번 전시에서는 단단히 구축되어 있는 도시, 특히 도시 서울의 사람과 공간이 만들어가는 미시세계를 들여다볼 수 있다. 이번 전시에서는 갈등 상황이 가장 심화되거나 가장 낙후된 곳, 빛을 잃은 곳을 예민하게 감각하는 창작자들의 시각과 활동을 통해 도시 서울의 내면을 조금 더 상세히 들여다보고자 한다. 도시를 실제 만들어가는 것은 서울의 골목골목에 두 발을 딛고 살아가는 사람들의 삶과 이야기이다. ",2021.04.21 ~ 2021.08.31,"03184  서울 종로구 새문안로 68 (신문로1가, 흥국생명빌딩)  3층"
46,마르첼로 바렌기 展,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=37956&fileTy=POSTTHUMB&fileNo=4&thumbTy=M,"


2261만 유튜버이자 3억 9천만 뷰를 기록하고 하고 있는 이태리 극사실주의 화가 마르첼로 바렌기의 전시가 대원 뮤지엄에서 열렸다. 한국에서 처음으로 열리는 월드투어 첫 전시인 '마르첼로 바렌기 展'는 ""It's life""란 타이틀을 제시해 모든 사물에 삶과 의미가 있다는 것을 알리고자 한다. 사진인지 그림인지 구분이 안가는 정교함으로, 극사실주의 작품들인 그의 페인팅, 드로잉, 일러스트레이션, 리프로덕션 등 100여 개의 작품들을 만나 볼 수 있다.",2021.04.24 ~ 2021.08.22,"04377  서울 용산구 한강대로23길 55 (한강로3가, 용산역)  아이파크몰 테마파크 6층 팝콘D스퀘어 대원뮤지엄"
47,환영 幻影 : 실재와 환상의 사이,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=37903&fileTy=POSTTHUMB&fileNo=4&thumbTy=M,"


갤러리 구조에서 ‘환영 幻影: 실재와 환상의 사이’전시를 개최한다. 회화와 사운드의 환영적 효과를 주제로 한 이번 전시는 ‘붉은산수(Between Red)’연작으로 세계적인 명성을 얻은 작가 이세현과 독보적인 음악적 세계를 구축하고 있는 영화 음악감독 모그와 함께한다. 이번 전시는 이세현의 <붉은산수>연작을 대표하는 작품들, 모그의 환영을 주제로 제작한 2곡과 설치물들로 구성했다. 회화와 음악의 영역에서 새로운 방식을 표현법을 선보이는 두 작가의 조화를 이번 전시에서 경험해 볼 수 있을 것이다.",2021.05.11 ~ 2021.08.15,"04784  서울 성동구 뚝섬로 419 (성수동2가, The GROUND)  4층"
48,피카소 탄생 140주년 특별전,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=37902&fileTy=POSTTHUMB&fileNo=2&thumbTy=M,"


비채아트뮤지엄은 20세기 미술의 거장 파블로 피카소의 회고전을 오는 5월 1일부터 8월 29일까지 예술의전당 한가람미술관에서 개최한다. 파리 국립피카소미술관 소장의 걸작 110여점으로 구성된 이번 전시는 국내 최대 규모의 피카소 진품 명화전으로 서양미술의 역사를 바꾼 입체주의 탄생부터 70년 만에 처음으로 국내에 소개되는 〈한국에서의 학살〉, 그리고 말년의 작품까지 70년에 걸친 피카소 예술의 흐름을 연대기적 테마를 통해 보여주는 전시이다. 서양미술사의 독보적 예술가 피카소의 모든 것을 한자리에 볼 수 있는 이번 전시는 그의 신화 속으로 여행하는 뜻깊은 기회가 될 것이다.",2021.05.01 ~ 2021.08.29,"06757  서울 서초구 남부순환로 2406 (서초동, 예술의전당)  한가람미술관 1층"
49,The Beatles by Robert Whitaker,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=37899&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


'The Beatles by Robert Whitaker : 셔터 속 빛나는 청춘의 기록'은 아름다운 청춘을 맞이하여 소년에서 청년으로, 음악가로 성장하는 비틀즈와 함께 잊고 있던 어린 시절의 꿈을 환기하는 전시회이다. 한국인이 가장 사랑하는 비틀즈 명반, [LET IT BE] 앨범 발매 50주년 기념 전시! BTS가 오마주한 원조 아이돌 그룹, 비틀즈! 우리가 몰랐던 비틀즈의 숨겨진 이야기까지! 가닿을 수 없는 전설이 아닌 친구 혹은 연인 같은 '사람' 비틀즈가 그들의 비하인드 스토리를 들려준다.",2021.04.30 ~ 2021.08.29,"04769  서울 성동구 서울숲2길 32-14 (성수동1가, 갤러리아 포레)  G층 더 서울라이티움 제3전시장"
50,도성 제1의 다리 광통교,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=37865&fileTy=POSTTHUMB&fileNo=3&thumbTy=M,"


  광통교는 조선 초 태종대 석교石橋로 개축되었으며, 궁궐과 숭례문을 잇는 도성의 중심부에 위치한 ‘도성 제1의 다리’였다. 이번 전시는 <한양도> 등 시대별 지도, 회화자료, 근대 사진자료, 발굴유물, 복원사업 관련 문서, 보고서, 도면 등 총 80여점의 전시자료를 통해 광통교를 중심으로 도시공간의 변화 및 도성 사람들의 삶의 모습과 조선시대부터 2005년 복원된 현재까지 광통교의 모습을 조명한다. ",2021.06.10 ~ 2021.11.07,"04704  서울 성동구 청계천로 530 (마장동, 청계천박물관)"
51,"경춘선, 엠티의 추억",https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=37833&fileTy=POSTTHUMB&fileNo=2&thumbTy=M,"


서울생활사박물관에서 진행하는 '경춘선, 엠티의 추억'은 서울 사람들의 젊음을 싣고 달렸던 경춘선의 1970~90년대 모습과 그 시절의 추억을 전달하는 전시이다. 1933년부터 시작된 경춘선은 여행지와 MT 명소로 향하며 보냈던 낭만을 담고 있는 기차 노선으로 남아있다. 서울생활사박물관 인근의 명소인 경춘선 숲길은 2010년 12월 20일부터 기차가 달리지 않는 길이 되었고, 사람들의 마음속에 추억의 길로 남겨져 있다. 이 전시회를 통해 7080세대의 찬란했던 젊음과 추억을 떠올려보고, 그 시절을 알아가며 레트로 감성에 젖어보자.",2021.06.08 ~ 2021.10.03,01849  서울 노원구 동일로174길 27 (공릉동)  서울생활사박물관
52,윌리엄 웨그만 비잉휴먼,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=37824&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


현대 사진을 대표하는 윌리엄 웨그만 특별전은 프랑스를 시작으로 호주, 뉴질랜드, 스위스, 네덜란드를 거쳐 마침내 한국에 상륙했다. 이번 전시는 웨그만이 자신의 애완견을 찍은 초기 작품을 비롯해 최근의 작업까지 총 100여 점의 작품이 공개된다. 자신의 반려견을 모델로 삼아 독특한 작업 세계를 구축한 웨그만, 특유의 연출력과 상상력이 돋보이는 그의 작품은 웃음과 공감을 선사할 힐링 전시가 될 것이다. 디올, 이브 생로랑, 마크 제이콥스, 막스마라, 아크네 등 세계적인 패션 브랜드와 콜라보레이션한 작품들도 만나볼 수 있다. 클래식한 정장부터 캐주얼한 평상복까지 가볍게 소화해낸 바이마라너의 진지하고 시크한 모습을 관람하자.",2021.07.08 ~ 2021.10.22,"06757  서울 서초구 남부순환로 2406 (서초동, 예술의전당)  한가람미술관 제7전시실"
53,[BTS X JAMES JEAN] SEVEN PHASES,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=37823&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


제임스 진은 환상적인 판타지를 창조하고 그려내는 아티스트이다. 복합문화공간인 하이브 뮤지엄 지하 1층에서 진행되고 있는 [BTS X JAMES JEAN] SEVEN PHASES 전시회에서는 제임스 진이 그려내는 방탄소년단을 주제로 한 작품들을 만나볼 수 있다. 하이브 뮤지엄의 첫 번째 기획 전시 SEVEN PHASES는 일곱 소년의 위로라는 뜻이다. 스스로의 내면을 들여다봄으로써 우리 모두의 안에 존재하는 어두운 것들을 마주하고 극복하는 계기가 되었으면 좋겠다는 제임스 진의 의도가 포함되어 있는 전시이다.제임스 진은 ‘일곱 소년의 위로(SEVEN PHASES)’라는 타이틀로 방탄소년단을 모티브로 한 작품 ‘Garden’을 선보인다. ‘Garden’은 인생의 고충에 대해 정직하고 진솔하게 노래하고, 아픔과 혼란을 예술로 승화시키며 동시대를 함께 살아가는 수많은 영혼들에게 많은 힘을 되어주는 존재가 된 방탄소년단 일곱 멤버들을 작가 특유의 환상적이고 몽환적인 해석으로 그려낸 작품이다. 이 밖에도 제임스 진이 방탄소년단 멤버들의 특징을 살린 캐릭터로 디자인한 목각 조형물, 스케치와 드로잉 작품, 제임스 진의 전작들도 함께 전시된다.",2021.05.14 ~ 2021.11.14,"04389  서울 용산구 한강대로 42 (한강로3가, 용산트레이드센터)  하이브 인사이트 지하 1, 2층"
54,나무 인형의 비밀 - 체코 마리오네트,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=37794&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


18세기 체코 유랑 극단의 시작부터 20세기 체코 인형극이 가장 융성하게 발달하던 시기의 인형과 극장, 애니메이션까지 다채로운 내용을 담고 있다. 그뿐만 아니라 인형 목공소가 재현된 방, 실제 소리를 내볼 수 있는 음향 방, 각종 인형 체험 놀이 공간이 마련되어 있어 성인과 어린이 모두 즐길 수 있는 전시로 꾸며졌다. 지난해부터 시작된 팬데믹으로 어려운 상황을 딛고 두 나라가 한마음으로 준비한 뜻깊은 국제교류전이다.",2021.06.04 ~ 2021.08.29,03177  서울 종로구 새문안로 55 (신문로2가)  서울역사박물관
55,"모래섬, 비행장, 빌딩숲 여의도",https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=37795&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


봄이면 흐드러지게 벚꽃이 피는 곳, 대한민국의 국회가 있는 곳, 서울에서도 손꼽히는 직장인 중심 지역. 지금의 여의도를 떠올리면 생각나는 것들이다. 이번 전시를 통해 서울 근현대사의 주요 무대였던 여의도의 역사를 살펴보며 우리의 이야기를 간직한 우리의 섬 여의도의 숨결을 느낄 수 있다.",2021.05.21 ~ 2021.10.11,03177  서울 종로구 새문안로 55 (신문로2가)  서울역사박물관
56,호모 사피엔스 : 진화∞ 관계& 미래,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=37695&fileTy=POSTTHUMB&fileNo=3&thumbTy=M,"


700만 년 전 초원을 걷기 시작했던 우리가 이제 신에 비견될 만큼 전능한 존재로 거듭났다고 말하기도 한다. 그러나 코로나 팬데믹은 대자연 앞에서 우리 인간이 여전히 미약한 존재임을 확인시켜 주었다. 이번 특별전시는 700만 년이라는 긴 인류 진화의 여정을 한 눈에 조망할 수 있는 전시이다. 진화적 관점에서 본 인간 존재의 의미와 진화 과정에서 맺어 온 다양한 생물종과의 관계를 화석 자료, 고고 자료 등 700여 점의 전시품과 영상으로 풀어냈다.    ",2021.05.18 ~ 2021.09.26,"04383  서울 용산구 서빙고로 137 (용산동6가, 국립중앙박물관)  국립중앙박물관 기획전시실"
57,"시대의 얼굴, 셰익스피어에서 에드 시런까지",https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=37686&fileTy=POSTTHUMB&fileNo=2&thumbTy=M,"


초상화는 낯설지만 공감하기 쉬우며 단순하지만 복잡한 의미를 가진 그림이다. 초상화를 본다는 것은 '그림 속 인물을 바라보는' 시각적인 경험인 동시에 '그림 속 인물과 만나는' 심리적인 경험이기도 하다. 전시는 '76명의 삶'과 이들을 그린 '초상화'라는 예술 장르에 대한 흥미로운 이야기를 풀어간다. 우리는 이미지가 문자를 압도하는 시대를 살아가고 있다. 때로는 한 장의 사진이 그 사람의 모든 것을 말해주기도 하며, 셀피(Selfie)를 찍고 공유하는 행동과 16세기의 초상화가 전하는 메시지는 본질적으로 같다. 전시를 통해서 '나를 보여주는' 오래된 전통을 새롭게 발견하는 즐거움을 찾는 시간이 될 것이다. ",2021.04.29 ~ 2021.08.15,"04383  서울 용산구 서빙고로 137 (용산동6가, 국립중앙박물관)  상설전시관 1층 특별전시실"
58,"각자성석, 돌에 새긴 축성의 기록",https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=37540&fileTy=POSTTHUMB&fileNo=2&thumbTy=M,"


   한양도성의 성벽을 따라 걷다 보면, 글자가 새겨진 돌들을 종종 발견하게 된다. 각자성석(刻字城石)이라 불리는 이 돌들은 한양도성 축성의 역사가 담긴 흔적들이다. 현재까지 한양도성 전 구간에 걸쳐 288개의 각자성석이 발견되었으며(2015년 기준), 성벽을 쌓은 시기에 따라 다른 특징을 보인다. 성돌에 새겨진 옛 선조들의 흔적을 통해 한양도성의 역사적 가치를 되돌아보는 기회가 되길 바란다.   ",2021.04.13 ~ 2021.09.12,"03098  서울 종로구 율곡로 283 (종로6가, 서울디자인지원센터)  서울디자인지원센터 1~3층"
59,Flowers by Naked,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=37690&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


FLOWERS BY NAKED - HONGDAE 는 움직이는 디스플레이와 다채로운 조명이 있는 다양한 갤러리로 구성된 전시회이다. 이번 전시회에는 'Glowing Garden', 'Dandelion', 'Chill', 'Cherry Blossom Garden' 등 8개 구역으로 이루어져 있다. 꽃은 전시의 주요 테마이고, 전시의 목표는 자연과 기술의 공존을 표현하는 것이다. 같은 층에 가면 카페를 찾을 수 있는데, 자연 테마도 있고 디저트의 종류도 독특하기로 유명하다. 이외에도 꽃과 관련된 수업이 진행되는 교실과 다양한 밴드의 음악 공연을 즐길 수 있는 미니 콘서트홀이 있다.",2021.04.30 ~ 2021.12.31,"04051  서울 마포구 양화로 188 (동교동, 애경타워)  AK&홍대점 4층"
60,"맥스 달튼, 영화의 순간들",https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=37705&fileTy=POSTTHUMB&fileNo=2&thumbTy=M,"


 마이아트뮤지엄에서 열리는 일러스트레이터 맥스 달튼의 단독전 <맥스 달튼, 영화의 순간들> 은 영화의 순간을 주제로 맥스 달튼이 독창적으로 표현하여 기획된 전시이다. 작품의 주제에 따라 5부의 전시로 나뉘며 한국의 '기생충', '반지의 제왕' 과 같은 대작의 포스터들을 만나볼 수 있다. 1980년대부터 2000년대의 영화들을 주제로 다루는 작품들이 많아 추억여행을 떠나보고, 또 현 세대의 사람들이 새로운 시각으로 바라보며 재미있는 시간을 만끽할 수 있는 전시회이다.",2021.04.16 ~ 2021.07.11,"06180  서울 강남구 테헤란로 518 (대치동, 한국섬유산업연합회)  마이아트뮤지엄"
